Date,Adj Open,Adj High,Adj Low,Adj Close,Volume,Period,Daily_Return,True_Range,ATR_14,ATRP
2023-05-11,98.555600,98.564500,98.546700,98.546700,19260089,Calculation,0.000363,0.053600,0.034481,0.000350
2023-05-12,98.564500,98.564500,98.546700,98.546700,16488194,Calculation,0.000000,0.017800,0.033289,0.000338
2023-05-15,98.555600,98.573500,98.555600,98.555600,3437100,Calculation,0.000090,0.026800,0.032826,0.000333
2023-05-16,98.564500,98.573500,98.555600,98.555600,4195593,Calculation,0.000000,0.017900,0.031760,0.000322
2023-05-17,98.573500,98.582400,98.564600,98.573500,2946389,Calculation,0.000182,0.026800,0.031405,0.000319
2023-05-18,98.600300,98.609200,98.591400,98.600300,1890136,Calculation,0.000272,0.035700,0.031712,0.000322
2023-05-19,98.600300,98.609200,98.591400,98.600300,2252101,Calculation,0.000000,0.017800,0.030719,0.000312
2023-05-22,98.609200,98.609200,98.591400,98.600300,2224361,Calculation,0.000000,0.017800,0.029796,0.000302
2023-05-23,98.600300,98.627100,98.600300,98.618200,5897252,Calculation,0.000182,0.026800,0.029582,0.000300
2023-05-24,98.627100,98.636100,98.618200,98.618200,3207907,Calculation,0.000000,0.017900,0.028747,0.000292
2023-05-25,98.671800,98.680800,98.662900,98.662900,2389124,Calculation,0.000453,0.062600,0.031165,0.000316
2023-05-26,98.680800,98.689700,98.680800,98.680800,1685329,Calculation,0.000181,0.026800,0.030854,0.000313
2023-05-30,98.707600,98.707600,98.680800,98.689700,3341462,Calculation,0.000090,0.026800,0.030564,0.000310
2023-05-31,98.707600,98.725500,98.707600,98.707600,2664401,Calculation,0.000181,0.035800,0.030938,0.000313
2023-06-01,98.772200,98.772200,98.754300,98.772200,4115134,Calculation,0.000654,0.064600,0.033342,0.000338
2023-06-02,98.763200,98.781200,98.754300,98.781200,4158901,Calculation,0.000091,0.026900,0.032882,0.000333
2023-06-05,98.781200,98.790200,98.772200,98.781200,2514897,Calculation,0.000000,0.018000,0.031819,0.000322
2023-06-06,98.808200,98.817100,98.799200,98.799200,2313210,Calculation,0.000182,0.035900,0.032111,0.000325
2023-06-07,98.835100,98.835100,98.817100,98.817100,1768179,Calculation,0.000181,0.035900,0.032381,0.000328
2023-06-08,98.871000,98.880000,98.862000,98.880000,2888868,Calculation,0.000637,0.062900,0.034561,0.000350
2023-06-09,98.880000,98.889000,98.871000,98.880000,3998420,Calculation,0.000000,0.018000,0.033378,0.000338
2023-06-12,98.888900,98.897900,98.880000,98.897900,2549198,Calculation,0.000181,0.017900,0.032273,0.000326
2023-06-13,98.906900,98.924900,98.898000,98.915900,2842539,Calculation,0.000182,0.027000,0.031896,0.000322
2023-06-14,98.933900,98.933900,98.924900,98.924900,2039915,Calculation,0.000091,0.018000,0.030904,0.000312
2023-06-15,98.987700,98.996700,98.978800,98.996700,4060007,Calculation,0.000726,0.071800,0.033825,0.000342
2023-06-16,99.005700,99.005700,98.996700,99.005700,3893624,Calculation,0.000091,0.009000,0.032052,0.000324
2023-06-20,99.023700,99.023700,99.005700,99.005700,2231355,Calculation,0.000000,0.018000,0.031048,0.000314
2023-06-21,99.014700,99.023700,99.014700,99.014700,2391167,Calculation,0.000091,0.018000,0.030116,0.000304
2023-06-22,99.059600,99.059600,99.050600,99.050600,2452753,Calculation,0.000363,0.044900,0.031172,0.000315
2023-06-23,99.059600,99.077500,99.059600,99.059600,2590738,Calculation,0.000091,0.026900,0.030867,0.000312
2023-06-26,99.077500,99.086500,99.077500,99.077500,2805231,Calculation,0.000181,0.026900,0.030583,0.000309
2023-06-27,99.086500,99.095500,99.086500,99.095500,2470684,Calculation,0.000182,0.018000,0.029685,0.000300
2023-06-28,99.095500,99.113400,99.095500,99.104500,5078127,Calculation,0.000091,0.017900,0.028843,0.000291
2023-06-29,99.131400,99.140400,99.122400,99.122400,3320528,Calculation,0.000181,0.035900,0.029347,0.000296
2023-06-30,99.158300,99.176300,99.158300,99.176300,5115436,Calculation,0.000544,0.053900,0.031101,0.000314
2023-07-03,99.169100,99.178100,99.169100,99.169100,4432721,Forward,,,,
2023-07-05,99.187100,99.196200,99.187100,99.187100,4441151,Forward,,,,
2023-07-06,99.223200,99.241200,99.223200,99.241200,2244259,Forward,,,,
2023-07-07,99.259300,99.259300,99.241200,99.241200,2815558,Forward,,,,
