Date,Adj Open,Adj High,Adj Low,Adj Close,Volume,Period,Daily_Return,True_Range,ATR_14,ATRP
2023-05-25,89.800300,89.800300,89.782500,89.791400,2267069,Calculation,0.000597,0.062500,0.027541,0.000307
2023-05-26,89.818200,89.818200,89.809300,89.818200,1650111,Calculation,0.000298,0.026800,0.027488,0.000306
2023-05-30,89.827100,89.836100,89.827100,89.836100,2283976,Calculation,0.000199,0.017900,0.026803,0.000298
2023-05-31,89.845000,89.853900,89.836100,89.836100,3855148,Calculation,0.000000,0.017800,0.026160,0.000291
2023-06-01,89.900700,89.900700,89.882700,89.900700,4333606,Calculation,0.000719,0.064600,0.028906,0.000322
2023-06-02,89.909600,89.909600,89.900700,89.900700,2822585,Calculation,0.000000,0.008900,0.027477,0.000306
2023-06-05,89.909600,89.918600,89.909600,89.918600,2942214,Calculation,0.000199,0.017900,0.026793,0.000298
2023-06-06,89.936500,89.945500,89.927600,89.945500,2711096,Calculation,0.000299,0.026900,0.026801,0.000298
2023-06-07,89.945500,89.954500,89.945500,89.954500,2733282,Calculation,0.000100,0.009000,0.025529,0.000284
2023-06-08,89.990300,89.999300,89.981400,89.990300,1597759,Calculation,0.000398,0.044800,0.026906,0.000299
2023-06-09,89.999300,90.008300,89.990300,89.999300,2920585,Calculation,0.000100,0.018000,0.026269,0.000292
2023-06-12,90.017200,90.017200,89.999300,90.017200,1836236,Calculation,0.000199,0.017900,0.025672,0.000285
2023-06-13,90.017300,90.026200,90.017300,90.026200,2587230,Calculation,0.000100,0.009000,0.024481,0.000272
2023-06-14,90.044200,90.044200,90.035200,90.044200,1810705,Calculation,0.000200,0.018000,0.024018,0.000267
2023-06-15,90.098000,90.098000,90.080000,90.089000,2119977,Calculation,0.000498,0.053800,0.026145,0.000290
2023-06-16,90.106900,90.106900,90.089000,90.089000,2530928,Calculation,0.000000,0.017900,0.025556,0.000284
2023-06-20,90.124900,90.124900,90.107000,90.115900,3466327,Calculation,0.000299,0.035900,0.026295,0.000292
2023-06-21,90.124900,90.133800,90.115900,90.124900,2004809,Calculation,0.000100,0.017900,0.025695,0.000285
2023-06-22,90.160800,90.169700,90.160800,90.160800,1519828,Calculation,0.000398,0.044800,0.027060,0.000300
2023-06-23,90.178700,90.178700,90.169700,90.178700,1324163,Calculation,0.000199,0.017900,0.026406,0.000293
2023-06-26,90.187700,90.196600,90.187700,90.187700,2676757,Calculation,0.000100,0.017900,0.025798,0.000286
2023-06-27,90.205600,90.214600,90.196600,90.196600,1859648,Calculation,0.000099,0.026900,0.025877,0.000287
2023-06-28,90.214600,90.223500,90.205600,90.223500,2491461,Calculation,0.000298,0.026900,0.025950,0.000288
2023-06-29,90.241500,90.259400,90.241500,90.259400,2247187,Calculation,0.000398,0.035900,0.026661,0.000295
2023-06-30,90.268400,90.268400,90.259400,90.259400,4959844,Calculation,0.000000,0.009000,0.025399,0.000281
2023-07-03,90.292700,90.301800,90.283700,90.301800,3985785,Forward,,,,
2023-07-05,90.301700,90.310700,90.301700,90.310700,2307711,Forward,,,,
2023-07-06,90.346800,90.346800,90.337800,90.346800,6889160,Forward,,,,
2023-07-07,90.355800,90.355800,90.337800,90.355800,2242094,Forward,,,,
