Ticker,Strategy_Score,Lookback_Return_Ann,Lookback_ATRP
PAYX,0.25099135,1.40727321,0.01953961
PBR,0.15537500,0.91648460,0.02392645
PBR-A,0.06448525,0.35244672,0.02271391
PCAR,0.25605458,1.65771247,0.02224342
PCG,-0.32056116,-3.84287203,0.03006433
PCOR,0.08354302,0.64261877,0.03267608
PCTY,0.04052205,0.28328260,0.02727413
PDD,0.23980777,2.26473518,0.03564894
PEG,0.18772576,0.90185944,0.01790522
PEN,0.21307593,2.46854761,0.03434715
PEP,-0.06425501,-0.30822177,0.01811516
PFE,-0.05806513,-0.28567811,0.01964962
PFF,-0.01800080,-0.04560113,0.00794733
PFG,0.27349073,1.37533573,0.01914657
PFGC,0.19831028,1.09496754,0.02074184
PG,-0.18974302,-0.72982442,0.01478558
PGR,0.15356525,0.81016817,0.01983071
PH,0.29540086,1.56950952,0.01979437
PHM,0.29833364,2.15974199,0.02710918
PINS,0.00210140,0.02128036,0.03460146
PKG,0.34429935,1.38269110,0.01600694
PLD,0.20070064,1.26429593,0.02377676
PLNT,0.17228667,1.24192066,0.02455449
PLTR,-0.06741594,-0.95069538,0.06144903
PM,0.02863071,0.12834476,0.01650473
PNC,0.15245801,1.17524296,0.02131092
PNR,0.13072869,0.67316449,0.01915512
PNW,0.15821113,0.70772388,0.01742972
PODD,0.23716438,1.83591628,0.02662628
POOL,0.19705458,1.30771949,0.02548372
PPG,0.19276197,1.04998304,0.02029523
PPL,0.19381897,0.84646088,0.01553602
PR,0.28115588,1.87903532,0.02655244
PRU,0.03178166,0.18565042,0.02017620
PSA,-0.00439861,-0.02189250,0.02155659
PSKY,-0.10506758,-0.70795512,0.02617856
PSN,0.21574542,1.29678983,0.02554599
PSTG,0.16677665,1.54151526,0.03772786
PSX,0.23905065,1.33225477,0.02350109
PTC,0.15820458,0.65857639,0.01831545
PULS,0.55020711,0.05589646,0.00042148
PWR,0.23277144,1.74707397,0.02710290
PYPL,0.21256995,1.68556406,0.02638100
QCOM,0.24486419,1.76836689,0.02730239
QLD,0.11853453,1.10587300,0.03384592
QQQ,0.12386317,0.58522394,0.01678682
QQQM,0.12491964,0.58394944,0.01666665
QRVO,0.57281704,5.00891866,0.02827974
QSR,-0.38916733,-2.01542677,0.02072140
QUAL,0.13820469,0.44196695,0.01168743
QYLD,0.17973439,0.54295794,0.00800442
RACE,0.25585169,1.17702113,0.01769039
RBLX,0.31101033,2.75134488,0.03429822
RCL,0.20210930,1.39267448,0.02810267
RDDT,0.09111252,1.51113009,0.06400142
REG,-0.05950258,-0.31899671,0.01978734
REGN,-0.13178510,-1.13736817,0.02742644
REXR,0.06127633,0.41757276,0.02451805
RF,0.14891582,1.03896900,0.02366407
RGEN,0.24081095,2.96718595,0.04052568
RIO,0.20907540,0.99285579,0.01587541
RIVN,0.12564957,2.56594787,0.07538361
RJF,0.31379838,1.92298929,0.02057423
RL,0.13490936,0.97807402,0.02476847
RMBS,0.41058975,3.76169659,0.03564337
RMD,0.21230847,1.23651586,0.02405068
RNR,0.16587215,0.88043873,0.02189690
ROK,0.09309395,0.52475814,0.02337127
ROKU,0.04779901,0.61813892,0.04904775
ROL,0.30944254,1.29095090,0.01595043
ROP,0.10933660,0.46644518,0.01647400
ROST,-0.10281068,-0.55632557,0.02039477
RPRX,0.56881320,4.63016582,0.02169391
RRC,0.46245000,3.32504333,0.02793356
RRX,0.06483690,0.57792993,0.03281833
RS,0.32726956,1.97175953,0.02468515
RSG,0.46864405,1.67298131,0.01401673
RSP,0.24246474,0.76361679,0.01172855
RTX,0.27591035,1.10062134,0.01596185
RVTY,0.18023292,1.50565327,0.02680079
RY,0.05598064,0.19291338,0.01312325
SAIA,0.25485296,2.32025940,0.04041968
SAP,0.42159574,1.99439634,0.01815930
SBAC,0.07273643,0.44557692,0.02234742
SBUX,0.17802959,0.80358107,0.02111014
SCCO,0.27676920,1.59397599,0.02499442
SCHD,0.23138904,0.67279418,0.01162949
SCHF,0.18392200,0.50786843,0.01003046
SCHG,0.08769717,0.42862010,0.01702653
SCHH,0.07877112,0.33436544,0.01581830
SCHW,0.15306628,0.88989560,0.02114825
SCHX,0.17469365,0.61432608,0.01274738
SE,0.28134931,2.39229376,0.03217258
SFM,0.14217524,1.20249993,0.02860532
SGI,0.27810179,1.67460137,0.02399465
SGOL,0.15764534,0.38105193,0.00993358
SGOV,0.73346712,0.05019316,0.00025251
SHEL,0.33664248,1.42428162,0.01523265
SHOP,-0.08770446,-0.88272224,0.03862958
SHV,0.88891092,0.04810977,0.00024313
SHW,0.23001952,1.55343647,0.02096291
SHY,0.14227038,0.03698554,0.00101629
SIRI,0.03398226,0.29656302,0.04429857
SJM,-0.34190235,-2.13310686,0.02250610
SJNK,0.21666423,0.19966771,0.00343197
SLB,0.42300964,3.25849442,0.02485856
SLV,0.13589698,0.65141933,0.01828674
SMCI,0.05187084,0.99490830,0.09376035
SMH,0.19554596,1.40127685,0.02540122
SN,0.33043858,3.08492652,0.03522929
SNA,0.22782831,0.99964371,0.01643361
SNAP,-0.03663319,-0.60805816,0.05028828
SNOW,0.21295575,2.07228267,0.03682218
SNPS,0.30374221,2.25487190,0.02984976
SNX,0.55080932,4.25324397,0.02352233
SNY,0.29507514,1.32520594,0.01742252
SO,0.13314642,0.57696583,0.01577530
SOFI,0.29204881,4.07861463,0.05473386
SOLV,0.36519901,2.78840955,0.02395181
SOXL,0.21947577,4.44974072,0.07685202
SOXX,0.22252436,1.50312811,0.02540492
SPDW,0.16488167,0.45503102,0.01004107
SPG,0.02216664,0.10245032,0.01892435
SPGI,0.07746728,0.34634822,0.01699051
SPIB,0.01026888,0.00849620,0.00331509
SPLV,0.15100730,0.43760945,0.01048325
SPOT,0.17653019,1.57049236,0.03021396
SPTL,-0.03837301,-0.09025878,0.00996253
SPXL,0.14809000,1.54311128,0.03826058
SPY,0.16179113,0.56415248,0.01251602
SPYG,0.12973785,0.59754134,0.01636573
SPYM,0.16171381,0.56298076,0.01245184
SPYV,0.19724757,0.56105329,0.01092114
SRE,-0.05864996,-0.46412495,0.02237245
SRLN,0.28284704,0.11448045,0.00161743
SSNC,0.23483808,1.01569007,0.01698407
SSO,0.15249220,1.05796399,0.02516572
STE,0.18815003,0.88962829,0.01992451
STLA,0.03470815,0.25513448,0.02696264
STLD,0.37642908,3.03728908,0.02933459
STM,0.13996489,1.20720743,0.03064813
STT,-0.00361290,-0.02314239,0.01991414
STX,0.45385956,3.13956502,0.02581183
STZ,-0.36241425,-4.31380667,0.02996525
SU,0.34321771,2.04948332,0.02107967
SUI,0.12562836,0.73379770,0.02165225
SWK,0.22570385,1.37060723,0.02441143
SWKS,0.21693730,1.46860731,0.02538783
SYF,0.20404198,1.36543451,0.02615908
SYK,0.33865578,1.71216784,0.01814798
SYY,-0.17230948,-0.71739114,0.01712234
T,-0.06204234,-0.27485780,0.01781231
TAP,-0.11520443,-0.81067274,0.02401704
TCOM,0.12640852,0.97132520,0.03291865
TD,0.55680960,2.36908983,0.01459334
TDG,0.29605303,1.70309198,0.02215039
TDY,0.21451513,0.86832473,0.01717945
TEAM,0.11633327,1.08282582,0.03499540
TECH,0.16798574,1.54202174,0.03124047
TECK,0.20219852,1.35508555,0.02593605
TECL,0.03989846,0.61981884,0.05635041
TEL,0.15684350,0.90636890,0.02175047
TER,0.26506647,2.34428534,0.03305403
TEVA,0.09563138,0.78538831,0.03487546
TFC,0.36681328,2.47081361,0.02181770
TFLO,0.54984341,0.05485351,0.00037871
TGT,-0.08164662,-0.63595854,0.02634173
THC,0.14485524,1.15196183,0.03234515
TIP,0.12651649,0.11168985,0.00368109
TJX,0.03791159,0.15500703,0.01631386
TKO,-0.01114491,-0.08348349,0.02678416
TLN,0.19878067,2.65200285,0.04722992
TLT,-0.04105741,-0.10311175,0.01103289
TME,-0.12255856,-1.17234947,0.03928241
TMF,-0.06625531,-0.49825001,0.03532725
TMO,0.27768433,1.74932115,0.02014790
TMUS,-0.00755544,-0.03967214,0.02008882
TOL,0.27818282,2.15827857,0.03080502
TOST,0.11018956,1.11607687,0.03833117
TPL,0.44779718,4.58740605,0.04650100
TPR,0.29730323,2.15638532,0.02466911
TQQQ,0.11436919,1.60712160,0.05169922
TRGP,0.61801783,4.18252836,0.02350509
TRMB,0.30174898,1.84788798,0.02240294
TROW,-0.00299393,-0.01627903,0.02055674
TRP,0.00763183,0.04150140,0.01776545
TRU,0.13212311,1.00966455,0.02867930
TRV,-0.02127337,-0.11124989,0.01942692
TSCO,0.09668356,0.63366097,0.02593651
TSLA,0.20034218,3.17208027,0.05932263
TSLL,0.20194810,6.16831176,0.12211678
TSM,0.12706120,1.33195907,0.03244447
TSN,-0.21777380,-1.05226077,0.01854220
TT,0.19113603,1.03498549,0.02029623
TTD,0.17518676,1.47608742,0.03306468
TTE,0.44701004,1.95687935,0.01653553
TTWO,0.08342838,0.50426204,0.02126356
TW,-0.05691337,-0.41204457,0.02541541
TWLO,0.07613687,0.71906379,0.03137206
TXN,0.11707630,0.78412996,0.02201326
TXRH,-0.04875716,-0.30311514,0.02236866
TXT,0.24889041,1.10438070,0.02036604
TYL,-0.03816301,-0.20383695,0.02085385
U,-0.15016907,-2.76504459,0.07002679
UAL,0.29155982,3.04194188,0.03582334
UBER,0.17607952,1.66105455,0.03242151
UDR,-0.09215503,-0.50671554,0.02056874
UHS,0.10679688,0.75128055,0.02517670
UL,-0.10912215,-0.37376134,0.01242858
ULTA,-0.16095605,-1.42205986,0.03227906
UMC,-0.13740243,-0.93285881,0.02627291
UNH,0.04498186,0.33728752,0.02699034
UNP,0.12565577,0.57850277,0.01683839
UPRO,0.14976669,1.55750712,0.03820873
UPS,0.24447446,1.18742807,0.01884397
URA,-0.00245323,-0.02126043,0.03270362
URI,0.36392157,2.87837241,0.02879346
USB,0.04768292,0.34217951,0.02195903
USFD,0.07315689,0.35675507,0.01871099
USFR,0.69504353,0.06000667,0.00035158
USHY,0.23608472,0.22624715,0.00403813
USMV,0.13723643,0.34169410,0.00957927
UTHR,-0.01172457,-0.07302538,0.02454349
V,0.11372154,0.42713652,0.01477569
VALE,0.03188673,0.19120968,0.02382306
VB,0.22437505,0.88911943,0.01564771
VBR,0.22576959,0.89754538,0.01516071
VCIT,-0.01430728,-0.01687271,0.00460282
VCLT,-0.01603297,-0.03535058,0.00905140
VCSH,0.07060574,0.03257217,0.00205270
VEA,0.16403747,0.45218055,0.00997908
VEEV,0.11432858,0.73110234,0.02970658
VEU,0.12405039,0.33146652,0.00963730
VFC,0.24766422,2.43609330,0.03744254
VGIT,0.00152144,0.00132649,0.00335901
VGK,0.25044620,0.74682377,0.01046757
VGLT,-0.04659172,-0.10797143,0.00988138
VGSH,0.14389896,0.03909348,0.00104278
VGT,0.05039650,0.27678871,0.01899245
VICI,0.06034042,0.33427390,0.02005041
VIG,0.19852566,0.55181636,0.01082642
VLO,0.42437754,3.47457249,0.02741010
VLTO,0.12643265,0.59431478,0.01846199
VMC,0.26917727,1.42338204,0.02029154
VNQ,0.09333302,0.40700053,0.01601208
VO,0.28974186,0.95479067,0.01239578
VONG,0.08566738,0.40567224,0.01658396
VOO,0.16357698,0.56896612,0.01246225
VRSK,0.09702316,0.51754052,0.01781538
VRSN,0.11550901,0.57986095,0.02016530
VRT,0.26725527,3.65544657,0.04817400
VRTX,0.17585604,1.01335966,0.02824560
VST,0.21387362,3.50276825,0.05019695
VT,0.15844805,0.48721681,0.01101012
VTEB,-0.14882609,-0.12991456,0.00326725
VTI,0.17421282,0.60981066,0.01275314
VTR,0.09082539,0.42476768,0.01938616
VTRS,-0.31621006,-2.35016915,0.02719850
VTV,0.29522108,0.83180257,0.01091658
VTWO,0.11228875,0.50547075,0.01887038
VUG,0.08408223,0.40663977,0.01676133
VWO,-0.02057272,-0.05907548,0.01013077
VXUS,0.11012563,0.29293565,0.00954051
VYM,0.28578440,0.81530966,0.01105731
VZ,-0.11596820,-0.45790374,0.01600033
W,-0.03456586,-0.46630529,0.05452237
WAB,0.29606394,1.67010721,0.02015043
WAL,0.20696165,2.09563881,0.03382579
WAT,0.28073624,2.38496905,0.02582198
WBD,-0.28699015,-2.77149664,0.04201399
WCC,0.26217950,1.90281879,0.02865457
WCN,0.31772977,1.21980962,0.01464128
WDAY,-0.03403174,-0.20147398,0.03059629
WDC,0.14577875,1.30810404,0.03394219
WEC,0.29251034,1.34181551,0.01568537
WELL,0.20056247,0.93206423,0.01857564
WFC,0.36433715,2.42971677,0.02220939
WING,-0.22030484,-1.67682244,0.03496747
WM,0.41131485,1.37332948,0.01404266
WMB,0.24243020,1.46189157,0.02103882
WMS,0.29542484,2.38874279,0.03051760
WMT,0.14066323,0.54830189,0.01690965
WPC,0.14156358,0.70182582,0.01857282
WPM,-0.01344041,-0.09795586,0.02671110
WRB,0.13035991,0.66753840,0.01791238
WSM,0.26760538,2.10530419,0.03062746
WSO,0.25162354,1.60362890,0.02329865
WST,0.08575859,0.64224220,0.02502231
WTW,0.23346706,0.92662770,0.01621341
WY,0.29796423,1.96663948,0.02359117
WYNN,0.03693718,0.28488620,0.03159181
XBI,-0.15869113,-0.96830384,0.02356414
XEL,0.03391574,0.19590089,0.01865033
XLB,0.40785277,1.51766533,0.01387189
XLC,0.01124517,0.04013472,0.01425141
XLE,0.46801192,2.05199568,0.01618727
XLF,0.27547982,1.05499551,0.01387204
XLI,0.35521911,1.21814617,0.01300135
XLK,0.04992845,0.25733815,0.01809165
XLP,-0.12797437,-0.36079901,0.01100501
XLRE,0.11588033,0.51186601,0.01637562
XLU,0.19187090,0.85317250,0.01461426
XLV,0.14786573,0.47308130,0.01236900
XLY,0.19299380,0.89753853,0.01835616
XOM,0.21806266,1.16796101,0.01848938
XP,0.04664595,0.44197531,0.03909884
XPEV,0.36668247,5.36760868,0.05679325
XPO,0.11980067,1.01206481,0.03636907
XYL,0.17175860,0.81055177,0.01917575
XYZ,0.01757044,0.18407412,0.04179486
YUM,-0.30586172,-1.57580077,0.01922508
YUMC,-0.12937384,-1.00721212,0.02837537
Z,0.18726396,1.64491066,0.03264626
ZBH,0.21017063,1.22847057,0.02068060
ZBRA,0.22539391,1.43783959,0.02275459
ZION,0.23853530,1.84033508,0.02844422
ZM,-0.18179636,-1.08947654,0.02829379
ZS,0.10127671,0.85056552,0.03508293
ZTS,0.08675969,0.52869614,0.02210729
