Ticker,Strategy_Score,Lookback_Return_Ann,Lookback_ATRP
PBR,0.15200096,0.91648460,0.02392645
PBR-A,0.06157451,0.35244672,0.02271391
PCAR,0.29573849,1.65771247,0.02224338
PCG,-0.50725294,-3.84303102,0.03006414
PCOR,0.07804102,0.64261877,0.03267608
PCTY,0.04121625,0.28328260,0.02727413
PDD,0.25209847,2.26473518,0.03564894
PEG,0.19987517,0.90185944,0.01790521
PEN,0.28520047,2.46854761,0.03434715
PEP,-0.06751825,-0.30822177,0.01811514
PFE,-0.05769268,-0.28567811,0.01964969
PFF,-0.02276974,-0.04560113,0.00794725
PFG,0.28504683,1.37533573,0.01914661
PFGC,0.20948521,1.09496754,0.02074184
PG,-0.19587525,-0.72982442,0.01478558
PGR,0.16211905,0.81017055,0.01983087
PH,0.31464428,1.56950994,0.01979446
PHM,0.31614397,2.15974199,0.02710918
PINS,0.00244053,0.02128036,0.03460146
PKG,0.34278042,1.38269110,0.01600695
PLD,0.21100593,1.26429593,0.02377681
PLNT,0.20070694,1.24192066,0.02455449
PLTR,-0.06139398,-0.95069538,0.06144903
PM,0.03084236,0.12828123,0.01650498
PNC,0.21883671,1.17524296,0.02131115
PNR,0.13945523,0.67316449,0.01915516
PNW,0.16113556,0.70775422,0.01742973
PODD,0.27361622,1.83591628,0.02662628
POOL,0.20363452,1.30771949,0.02548371
PPG,0.20525622,1.04976117,0.02029521
PPL,0.21620414,0.84646088,0.01553611
PR,0.28082275,1.87903532,0.02655230
PRU,0.03651372,0.18565042,0.02017620
PSA,-0.00403006,-0.02189250,0.02155674
PSKY,-0.10731446,-0.70795512,0.02617863
PSN,0.20144026,1.29678983,0.02554599
PSTG,0.16213809,1.54151526,0.03772786
PSX,0.22495659,1.33225477,0.02350109
PTC,0.14268821,0.65857639,0.01831545
PULS,0.52640605,0.05590798,0.00042146
PWR,0.25579792,1.74707397,0.02710277
PYPL,0.25354404,1.68556406,0.02638100
QCOM,0.25702252,1.76836689,0.02730239
QLD,0.12965722,1.10586883,0.03384592
QQQ,0.13834121,0.58522394,0.01678688
QQQM,0.13903596,0.58394944,0.01666662
QRVO,0.70285869,5.00891866,0.02827974
QSR,-0.38596305,-2.01541475,0.02072136
QUAL,0.15006272,0.44196695,0.01168736
QYLD,0.26919089,0.54295794,0.00800397
RACE,0.26402576,1.17702113,0.01769039
RBLX,0.31832662,2.75134488,0.03429822
RCL,0.19663319,1.39255379,0.02810313
RDDT,0.09369399,1.51113009,0.06400142
REG,-0.06397311,-0.31899671,0.01978738
REGN,-0.16456293,-1.13737016,0.02742643
REXR,0.06758779,0.41759260,0.02451794
RF,0.17422543,1.03896900,0.02366413
RGEN,0.29054536,2.96718595,0.04052568
RIO,0.24817649,0.99285579,0.01587541
RIVN,0.13507357,2.56594787,0.07538361
RJF,0.37089653,1.92298929,0.02057423
RL,0.15669634,0.97804475,0.02476848
RMBS,0.41879789,3.76169659,0.03564337
RMD,0.20401956,1.23651586,0.02405068
RNR,0.15955754,0.88043873,0.02189683
ROK,0.08909971,0.52475814,0.02337127
ROKU,0.05001111,0.61813892,0.04904775
ROL,0.32117132,1.29095090,0.01595043
ROP,0.11235726,0.46644518,0.01647399
ROST,-0.10824550,-0.55632557,0.02039476
RPRX,0.84694952,4.63016582,0.02169394
RRC,0.47236078,3.32504333,0.02793334
RRX,0.06988441,0.57795667,0.03281818
RS,0.31697225,1.97175953,0.02468495
RSG,0.47364262,1.67298131,0.01401651
RSP,0.25836286,0.76361679,0.01172856
RTX,0.27362400,1.10062134,0.01596185
RVTY,0.22293512,1.50565327,0.02680069
RY,0.05833415,0.19291578,0.01312334
SAIA,0.22779446,2.32025940,0.04041968
SAP,0.43582463,1.99439634,0.01815930
SBAC,0.07912154,0.44557692,0.02234742
SBUX,0.15105624,0.80358107,0.02111011
SCCO,0.25306878,1.59397599,0.02499440
SCHD,0.22957536,0.67279391,0.01162937
SCHF,0.20092312,0.50786843,0.01003046
SCHG,0.09989587,0.42862010,0.01702646
SCHH,0.08388048,0.33436544,0.01581830
SCHW,0.16698022,0.88989457,0.02114818
SCHX,0.19123898,0.61432397,0.01274737
SE,0.29507204,2.39229376,0.03217258
SFM,0.16681600,1.20249993,0.02860532
SGI,0.27694631,1.67460137,0.02399470
SGOL,0.15222209,0.38105193,0.00993358
SGOV,0.78869877,0.05019316,0.00025254
SHEL,0.37103875,1.42428162,0.01523267
SHOP,-0.09067835,-0.88272224,0.03862958
SHV,0.78510139,0.04810977,0.00024317
SHW,0.29406475,1.55343647,0.02096283
SHY,0.14441543,0.03698550,0.00101629
SIRI,0.02657686,0.29668409,0.04429860
SJM,-0.37610758,-2.13310686,0.02250609
SJNK,0.23086036,0.19966771,0.00343208
SLB,0.52016762,3.25849442,0.02485840
SLV,0.14135912,0.65141933,0.01828674
SMCI,0.04210787,0.99490830,0.09376035
SMH,0.21891164,1.40127685,0.02540122
SN,0.34748842,3.08492652,0.03522929
SNA,0.24138384,0.99964371,0.01643374
SNAP,-0.04798193,-0.60805816,0.05028828
SNOW,0.22332581,2.07228267,0.03682218
SNPS,0.29976469,2.25487190,0.02984976
SNX,0.71752612,4.25324397,0.02352242
SNY,0.30183666,1.32520594,0.01742252
SO,0.14513546,0.57696583,0.01577524
SOFI,0.29570322,4.07861463,0.05473386
SOLV,0.46197409,2.78840955,0.02395181
SOXL,0.22976230,4.44974072,0.07685204
SOXX,0.23478890,1.50312811,0.02540492
SPDW,0.17982832,0.45503102,0.01004113
SPG,0.02148311,0.10245032,0.01892411
SPGI,0.08089224,0.34634822,0.01699048
SPIB,0.01026753,0.00857656,0.00331472
SPLV,0.16565008,0.43760995,0.01048323
SPOT,0.20626599,1.57049236,0.03021396
SPTL,-0.03595139,-0.09025878,0.00996261
SPXL,0.16003569,1.54304503,0.03826143
SPY,0.17886564,0.56415248,0.01251610
SPYG,0.14488772,0.59754134,0.01636575
SPYM,0.17941766,0.56297977,0.01245165
SPYV,0.20386278,0.56105329,0.01092108
SRE,-0.08231755,-0.46409375,0.02237241
SRLN,0.28099238,0.11454575,0.00161765
SSNC,0.23731122,1.01569007,0.01698409
SSO,0.16683605,1.05803881,0.02516582
STE,0.17718230,0.88962829,0.01992451
STLA,0.03754968,0.25513448,0.02696264
STLD,0.41084395,3.03703473,0.02933407
STM,0.15630664,1.20720743,0.03064813
STT,-0.00461153,-0.02314239,0.01991419
STX,0.48266730,3.13955839,0.02581191
STZ,-0.57127105,-4.31380667,0.02996525
SU,0.38581693,2.04948332,0.02107961
SUI,0.13446951,0.73373562,0.02165286
SWK,0.22280162,1.37060723,0.02441148
SWKS,0.22954802,1.46857714,0.02538766
SYF,0.20713179,1.36543412,0.02615914
SYK,0.37439170,1.71216967,0.01814764
SYY,-0.16626176,-0.71739114,0.01712234
T,-0.06125897,-0.27497159,0.01781220
TAP,-0.13394476,-0.81067274,0.02401703
TCOM,0.11709061,0.97132520,0.03291865
TD,0.64420825,2.36908983,0.01459334
TDG,0.30510980,1.70309198,0.02215039
TDY,0.20057296,0.86832473,0.01717945
TEAM,0.12278550,1.08282582,0.03499540
TECH,0.19587224,1.54202174,0.03124044
TECK,0.20732986,1.35508555,0.02593608
TECL,0.04364830,0.61981884,0.05635039
TEL,0.16536203,0.90636890,0.02175047
TER,0.28143847,2.34428534,0.03305419
TEVA,0.08936429,0.78538831,0.03487546
TFC,0.44939568,2.47081361,0.02181778
TFLO,0.57477663,0.05485351,0.00037871
TGT,-0.09580407,-0.63595854,0.02634173
THC,0.14132807,1.15196183,0.03234515
TIP,0.12040282,0.11168985,0.00368109
TJX,0.03770459,0.15500703,0.01631386
TKO,-0.01236864,-0.08348349,0.02678416
TLN,0.22282105,2.65200285,0.04722992
TLT,-0.03708696,-0.10311179,0.01103282
TME,-0.11842909,-1.17234947,0.03928241
TMF,-0.05596585,-0.49823999,0.03532766
TMO,0.34453863,1.74932115,0.02014796
TMUS,-0.00783676,-0.03967214,0.02008856
TOL,0.27802588,2.15827857,0.03080504
TOST,0.11554244,1.11607687,0.03833117
TPL,0.39148035,4.58740760,0.04650041
TPR,0.34687347,2.15638532,0.02466918
TQQQ,0.12335198,1.60705379,0.05169919
TRGP,0.70611660,4.18252836,0.02350509
TRMB,0.32731817,1.84788798,0.02240294
TROW,-0.00314242,-0.01627903,0.02055716
TRP,0.00927013,0.04150140,0.01776545
TRU,0.13970356,1.00966455,0.02867934
TRV,-0.02272446,-0.11124989,0.01942698
TSCO,0.09694967,0.63366303,0.02593651
TSLA,0.21218917,3.17208027,0.05932263
TSLL,0.20044152,6.16827708,0.12211687
TSM,0.16291072,1.33195907,0.03244447
TSN,-0.22519770,-1.05226185,0.01854212
TT,0.20235705,1.03498549,0.02029623
TTD,0.17715248,1.47608742,0.03306468
TTE,0.46961825,1.95687935,0.01653555
TTWO,0.09410655,0.50426204,0.02126356
TW,-0.06433548,-0.41204457,0.02541518
TWLO,0.09095444,0.71906379,0.03137206
TXN,0.14135241,0.78412996,0.02201326
TXRH,-0.05377282,-0.30311514,0.02236888
TXT,0.21518414,1.10437997,0.02036609
TYL,-0.03878790,-0.20383695,0.02085385
U,-0.15668859,-2.76504459,0.07002679
UAL,0.33696459,3.04194188,0.03582334
UBER,0.20330598,1.66105455,0.03242151
UDR,-0.09775878,-0.50671554,0.02056875
UHS,0.11841419,0.75128055,0.02517665
UL,-0.11933595,-0.37376134,0.01242861
ULTA,-0.17482213,-1.42205986,0.03227906
UMC,-0.14089879,-0.93285881,0.02627291
UNH,0.04958963,0.33728752,0.02699037
UNP,0.13633415,0.57850277,0.01683838
UPRO,0.16175559,1.55748137,0.03820877
UPS,0.25004938,1.18742807,0.01884434
URA,-0.00257430,-0.02121559,0.03270363
URI,0.39668977,2.87837241,0.02879357
USB,0.06184197,0.34221341,0.02195903
USFD,0.07566114,0.35675507,0.01871099
USFR,0.67726060,0.06002772,0.00035172
USHY,0.22232147,0.22624715,0.00403832
USMV,0.14154794,0.34169410,0.00957929
UTHR,-0.01180693,-0.07302538,0.02454349
V,0.11471426,0.42713652,0.01477572
VALE,0.03185018,0.19120968,0.02382306
VB,0.22548039,0.88911943,0.01564771
VBR,0.23493284,0.89754538,0.01516045
VCIT,-0.01454705,-0.01687271,0.00460267
VCLT,-0.01551357,-0.03538614,0.00905151
VCSH,0.06303070,0.03260586,0.00205278
VEA,0.17981239,0.45218055,0.00997911
VEEV,0.09766185,0.73110234,0.02970658
VEU,0.13648481,0.33146652,0.00963729
VFC,0.25818359,2.43609330,0.03744249
VGIT,0.00156731,0.00132669,0.00335905
VGK,0.28311876,0.74682377,0.01046764
VGLT,-0.04336053,-0.10797230,0.00988137
VGSH,0.14877963,0.03909348,0.00104270
VGT,0.05783197,0.27678871,0.01899240
VICI,0.06615742,0.33427390,0.02005041
VIG,0.20225946,0.55181636,0.01082643
VLO,0.50302552,3.47457249,0.02741011
VLTO,0.12780317,0.59456546,0.01846110
VMC,0.27835754,1.42338204,0.02029168
VNQ,0.10086683,0.40700053,0.01601202
VO,0.30565752,0.95479067,0.01239574
VONG,0.09706959,0.40567224,0.01658409
VOO,0.18117173,0.56896612,0.01246222
VRSK,0.11527802,0.51754052,0.01781547
VRSN,0.11410848,0.57986095,0.02016533
VRT,0.30111143,3.65544657,0.04817399
VRTX,0.14236795,1.01335966,0.02824560
VST,0.27690677,3.50276825,0.05019695
VT,0.17560233,0.48721681,0.01101010
VTEB,-0.15778628,-0.12991456,0.00326729
VTI,0.18974904,0.60981066,0.01275307
VTR,0.08693777,0.42472400,0.01938643
VTRS,-0.34288704,-2.35016915,0.02719866
VTV,0.30236563,0.83180257,0.01091660
VTWO,0.10629541,0.50547075,0.01887039
VUG,0.09627222,0.40663977,0.01676132
VWO,-0.02314004,-0.05907548,0.01013077
VXUS,0.12184301,0.29293565,0.00954050
VYM,0.29259864,0.81530966,0.01105732
VZ,-0.11356512,-0.45790374,0.01600032
W,-0.03393869,-0.46630529,0.05452237
WAB,0.32889655,1.67010721,0.02015044
WAL,0.24584872,2.09563881,0.03382579
WAT,0.36651578,2.38496905,0.02582198
WBD,-0.26177004,-2.77149664,0.04201399
WCC,0.26351298,1.90281879,0.02865464
WCN,0.33060740,1.21980962,0.01464128
WDAY,-0.02613062,-0.20147398,0.03059629
WDC,0.15293268,1.30810404,0.03394231
WEC,0.33946625,1.34181551,0.01568540
WELL,0.19911386,0.93206423,0.01857564
WFC,0.43412831,2.42971757,0.02220942
WING,-0.19029220,-1.67682244,0.03496758
WM,0.38809004,1.37332948,0.01404241
WMB,0.27573472,1.46189157,0.02103891
WMS,0.31061215,2.38874279,0.03051760
WMT,0.12867186,0.54830189,0.01690969
WPC,0.14995300,0.70184357,0.01857311
WPM,-0.01455252,-0.09795586,0.02671109
WRB,0.14788391,0.66753840,0.01791244
WSM,0.27277518,2.10530419,0.03062735
WSO,0.27313308,1.60362890,0.02329856
WST,0.10185218,0.64224220,0.02502234
WTW,0.22679458,0.92661866,0.01621317
WY,0.33080867,1.96663948,0.02359105
WYNN,0.03578470,0.28488620,0.03159174
XBI,-0.16306410,-0.96830384,0.02356420
XEL,0.04168650,0.19592084,0.01865025
XLB,0.43414826,1.51766533,0.01387195
XLC,0.01117534,0.04013472,0.01425145
XLE,0.50303977,2.05199568,0.01618727
XLF,0.30179418,1.05499546,0.01387200
XLI,0.37180100,1.21814617,0.01300135
XLK,0.05644611,0.25733815,0.01809129
XLP,-0.13009922,-0.36079901,0.01100500
XLRE,0.12403886,0.51186601,0.01637563
XLU,0.23164657,0.85310666,0.01461426
XLV,0.15177510,0.47308130,0.01236900
XLY,0.19403170,0.89753853,0.01835608
XOM,0.25067183,1.16796101,0.01848938
XP,0.04485734,0.44197531,0.03909884
XPEV,0.37504520,5.36760868,0.05679325
XPO,0.11042707,1.01206481,0.03636907
XYL,0.16773674,0.81055177,0.01917573
XYZ,0.01747710,0.18407412,0.04179486
YUM,-0.32525959,-1.57580077,0.01922519
YUMC,-0.14085688,-1.00721212,0.02837542
Z,0.19994399,1.64491066,0.03264626
ZBH,0.23575613,1.22861778,0.02068013
ZBRA,0.25074999,1.43783959,0.02275459
ZION,0.25674529,1.84033508,0.02844421
ZM,-0.15280102,-1.08947654,0.02829379
ZS,0.09620805,0.85056552,0.03508293
ZTS,0.09490100,0.52869614,0.02210725
