Date,Period,Adj Close,Daily_Return,Adj High,Adj Low,High_Minus_Low,Abs_High_vs_PrevClose,Abs_Low_vs_PrevClose,True_Range,ATR_14,ATRP,Volume,Adj Open
2023-05-31,Calculation,32.96020000,-0.00735445,33.09500000,32.84200000,0.25300000,0.10940000,0.36240000,0.36240000,0.38625733,0.01171890,6244,33.07640000
2023-06-01,Calculation,33.30800000,0.01055212,33.33040000,33.30800000,0.02240000,0.37020000,0.34780000,0.37020000,0.38511038,0.01156210,614,33.33040000
2023-06-02,Calculation,33.80910000,0.01504443,33.86770000,33.80910000,0.05860000,0.55970000,0.50110000,0.55970000,0.39758107,0.01175959,511,33.86770000
2023-06-05,Calculation,33.72410000,-0.00251412,33.84820000,33.72410000,0.12410000,0.03910000,0.08500000,0.12410000,0.37804670,0.01120999,1126,33.84820000
2023-06-06,Calculation,33.81980000,0.00283773,33.83840000,33.56490000,0.27350000,0.11430000,0.15920000,0.27350000,0.37057908,0.01095746,2661,33.56490000
2023-06-07,Calculation,33.60230000,-0.00643114,33.67290000,33.60230000,0.07060000,0.14690000,0.21750000,0.21750000,0.35964486,0.01070298,510,33.67290000
2023-06-08,Calculation,33.78060000,0.00530618,33.78060000,33.78060000,0.00000000,0.17830000,0.17830000,0.17830000,0.34669166,0.01026304,306,33.78060000
2023-06-09,Calculation,33.83940000,0.00174064,33.98640000,33.81980000,0.16660000,0.20580000,0.03920000,0.20580000,0.33662797,0.00994781,5818,33.98640000
2023-06-12,Calculation,34.20190000,0.01071236,34.20190000,33.92760000,0.27430000,0.36250000,0.08820000,0.36250000,0.33847597,0.00989641,28171,33.92760000
2023-06-13,Calculation,34.39690000,0.00570144,34.47620000,34.34790000,0.12830000,0.27430000,0.14600000,0.27430000,0.33389197,0.00970704,8267,34.41750000
2023-06-14,Calculation,34.44880000,0.00150886,34.51540000,34.36850000,0.14690000,0.11850000,0.02840000,0.14690000,0.32053540,0.00930469,5103,34.51540000
2023-06-15,Calculation,34.89650000,0.01299610,34.89650000,34.89650000,0.00000000,0.44770000,0.44770000,0.44770000,0.32961859,0.00944561,408,34.89650000
2023-06-16,Calculation,34.72800000,-0.00482856,35.05430000,34.72800000,0.32630000,0.15780000,0.16850000,0.32630000,0.32938155,0.00948461,4389,35.05430000
2023-06-20,Calculation,34.58210000,-0.00420122,34.60360000,34.40770000,0.19590000,0.12440000,0.32030000,0.32030000,0.32873286,0.00950587,8880,34.43710000
2023-06-21,Calculation,34.30870000,-0.00790582,34.48600000,34.30870000,0.17730000,0.09610000,0.27340000,0.27340000,0.32478052,0.00946642,6226,34.48600000
2023-06-22,Calculation,34.42240000,0.00331403,34.42240000,34.39490000,0.02750000,0.11370000,0.08620000,0.11370000,0.30970334,0.00899715,204,34.39490000
2023-06-23,Calculation,34.17840000,-0.00708841,34.26070000,34.16270000,0.09800000,0.16170000,0.25970000,0.25970000,0.30613167,0.00895688,1020,34.26070000
2023-06-26,Calculation,33.93740000,-0.00705124,34.14310000,33.93740000,0.20570000,0.03530000,0.24100000,0.24100000,0.30147941,0.00888340,3572,34.12350000
2023-06-27,Calculation,34.40770000,0.01385787,34.46640000,34.40770000,0.05870000,0.52900000,0.47030000,0.52900000,0.31773088,0.00923430,1428,34.46640000
2023-06-28,Calculation,34.39690000,-0.00031388,34.52520000,34.37830000,0.14690000,0.11750000,0.02940000,0.14690000,0.30552867,0.00888245,4899,34.43710000
2023-06-29,Calculation,34.62120000,0.00652094,34.62120000,34.58400000,0.03720000,0.22430000,0.18710000,0.22430000,0.29972663,0.00865731,204,34.58400000
2023-06-30,Calculation,35.12780000,0.01463265,35.14240000,35.04450000,0.09790000,0.52120000,0.42330000,0.52120000,0.31554615,0.00898280,2245,35.04450000
2023-07-03,Calculation,35.25020000,0.00348442,35.25020000,35.18160000,0.06860000,0.12240000,0.05380000,0.12240000,0.30175000,0.00856024,816,35.18160000
2023-07-05,Calculation,35.16200000,-0.00250211,35.20710000,35.15220000,0.05490000,0.04310000,0.09800000,0.09800000,0.28719643,0.00816781,2960,35.20710000
2023-07-06,Calculation,34.81910000,-0.00975201,34.81910000,34.74080000,0.07830000,0.34290000,0.42120000,0.42120000,0.29676811,0.00852314,1020,34.74080000
2023-07-07,Calculation,34.77700000,-0.00120911,35.10330000,34.77700000,0.32630000,0.28420000,0.04210000,0.32630000,0.29887753,0.00859411,1837,35.04450000
2023-07-10,Calculation,34.80540000,0.00081663,34.80930000,34.74080000,0.06850000,0.03230000,0.03620000,0.06850000,0.28242199,0.00811432,1122,34.78000000
2023-07-11,Calculation,35.14440000,0.00973987,35.14440000,34.94650000,0.19790000,0.33900000,0.14110000,0.33900000,0.28646328,0.00815104,11738,34.97590000
2023-07-12,Calculation,35.51770000,0.01062189,35.61270000,35.51770000,0.09500000,0.46830000,0.37330000,0.46830000,0.29945162,0.00843105,3572,35.61270000
2023-07-13,Calculation,35.88700000,0.01039763,35.89680000,35.76850000,0.12830000,0.37910000,0.25080000,0.37910000,0.30514079,0.00850282,2653,35.77930000
2023-07-14,Calculation,35.85760000,-0.00081924,36.03400000,35.85760000,0.17640000,0.14700000,0.02940000,0.17640000,0.29594502,0.00825334,2347,36.00460000
2023-07-17,Calculation,36.09280000,0.00655928,36.12220000,36.05360000,0.06860000,0.26460000,0.19600000,0.26460000,0.29370609,0.00813753,918,36.05360000
2023-07-18,Calculation,36.37100000,0.00770791,36.41610000,36.37100000,0.04510000,0.32330000,0.27820000,0.32330000,0.29581994,0.00813340,1020,36.41610000
2023-07-19,Calculation,36.39450000,0.00064612,36.54340000,36.38670000,0.15670000,0.17240000,0.01570000,0.17240000,0.28700423,0.00788592,4695,36.54340000
2023-07-20,Calculation,35.91150000,-0.01327124,36.31810000,35.84290000,0.47520000,0.07640000,0.55160000,0.55160000,0.30590393,0.00851827,3674,36.31810000
2023-07-21,Calculation,35.90760000,-0.00010860,36.00460000,35.90760000,0.09700000,0.09310000,0.00390000,0.09700000,0.29098222,0.00810364,1735,36.00460000
2023-07-24,Calculation,36.15550000,0.00690383,36.23970000,35.99480000,0.24490000,0.33210000,0.08720000,0.33210000,0.29391920,0.00812931,4491,35.99480000
2023-07-25,Calculation,36.33080000,0.00484850,36.40330000,36.33080000,0.07250000,0.24780000,0.17530000,0.24780000,0.29062497,0.00799941,714,36.40330000
2023-07-26,Calculation,36.21230000,-0.00326170,36.21230000,36.13100000,0.08130000,0.11850000,0.19980000,0.19980000,0.28413747,0.00784644,612,36.14180000
2023-07-27,Calculation,36.01340000,-0.00549261,36.44550000,36.01340000,0.43210000,0.23320000,0.19890000,0.43210000,0.29470623,0.00818324,306,36.44550000
2023-07-28,Calculation,36.44250000,0.01191501,36.49250000,36.34750000,0.14500000,0.47910000,0.33410000,0.47910000,0.30787721,0.00844830,2551,36.39650000
2023-07-31,Calculation,36.63160000,0.00518900,36.64140000,36.63160000,0.00980000,0.19890000,0.18910000,0.19890000,0.30009312,0.00819219,1326,36.64140000
2023-08-01,Calculation,36.58750000,-0.00120388,36.59240000,36.55320000,0.03920000,0.03920000,0.07840000,0.07840000,0.28425790,0.00776926,1531,36.55320000
2023-08-02,Forward,35.88310000,,36.04380000,35.85760000,,,,,,,4797,36.04380000
2023-08-03,Forward,35.90860000,,35.92620000,35.89680000,,,,,,,1020,35.89680000
2023-08-04,Forward,35.74500000,,36.22010000,35.74500000,,,,,,,816,36.14180000
2023-08-07,Forward,36.09870000,,36.09870000,35.79890000,,,,,,,816,35.79890000
2023-08-08,Forward,35.85570000,,35.85570000,35.85570000,,,,,,,102,35.85570000
