Date,Period,Adj Close,Daily_Return,Adj High,Adj Low,High_Minus_Low,Abs_High_vs_PrevClose,Abs_Low_vs_PrevClose,True_Range,ATR_14,ATRP,Volume,Adj Open
2023-05-16,Calculation,29.96000000,-0.00133333,30.11000000,29.46000000,0.65000000,0.11000000,0.54000000,0.65000000,1.35073242,0.04508453,5994300,29.84500000
2023-05-17,Calculation,28.85000000,-0.03704940,29.55500000,28.80000000,0.75500000,0.40500000,1.16000000,1.16000000,1.33710868,0.04634692,8910700,29.51000000
2023-05-18,Calculation,28.68000000,-0.00589255,29.25300000,28.21500000,1.03800000,0.40300000,0.63500000,1.03800000,1.31574377,0.04587670,6732400,29.18000000
2023-05-19,Calculation,29.10000000,0.01464435,29.51000000,28.80000000,0.71000000,0.83000000,0.12000000,0.83000000,1.28104779,0.04402226,5517100,29.14000000
2023-05-22,Calculation,29.45000000,0.01202749,30.04000000,28.96000000,1.08000000,0.94000000,0.14000000,1.08000000,1.26668723,0.04301145,8564000,29.80000000
2023-05-23,Calculation,28.74000000,-0.02410866,29.27000000,28.51000000,0.76000000,0.18000000,0.94000000,0.94000000,1.24335243,0.04326209,5912600,28.61000000
2023-05-24,Calculation,28.82000000,0.00278358,29.73000000,28.20000000,1.53000000,0.99000000,0.54000000,1.53000000,1.26382726,0.04385244,8753400,28.35000000
2023-05-25,Calculation,28.23000000,-0.02047189,28.68000000,28.11000000,0.57000000,0.14000000,0.71000000,0.71000000,1.22426817,0.04336763,4422700,28.53000000
2023-05-26,Calculation,28.16000000,-0.00247963,28.65000000,27.80000000,0.85000000,0.42000000,0.43000000,0.85000000,1.19753473,0.04252609,6080600,28.64000000
2023-05-30,Calculation,29.15000000,0.03515625,30.67000000,28.87500000,1.79500000,2.51000000,0.71500000,2.51000000,1.29128225,0.04429785,13445900,28.87500000
2023-05-31,Calculation,29.05000000,-0.00343053,29.08000000,27.73000000,1.35000000,0.07000000,1.42000000,1.42000000,1.30047637,0.04476683,7869100,28.85000000
2023-06-01,Calculation,29.15000000,0.00344234,29.50000000,28.20000000,1.30000000,0.45000000,0.85000000,1.30000000,1.30044234,0.04461209,7393600,28.90000000
2023-06-02,Calculation,29.44000000,0.00994854,31.33000000,29.32000000,2.01000000,2.18000000,0.17000000,2.18000000,1.36326789,0.04630665,9805900,30.48000000
2023-06-05,Calculation,30.10000000,0.02241848,30.60000000,29.69000000,0.91000000,1.16000000,0.25000000,1.16000000,1.34874876,0.04480893,7064400,29.87000000
2023-06-06,Calculation,31.99000000,0.06279070,32.02000000,30.69000000,1.33000000,1.92000000,0.59000000,1.92000000,1.38955242,0.04343709,12296900,30.72000000
2023-06-07,Calculation,31.81000000,-0.00562676,32.63500000,31.48500000,1.15000000,0.64500000,0.50500000,1.15000000,1.37244153,0.04314497,6935000,32.43000000
2023-06-08,Calculation,32.02000000,0.00660170,32.41000000,31.72000000,0.69000000,0.60000000,0.09000000,0.69000000,1.32369571,0.04133965,4832900,31.87000000
2023-06-09,Calculation,31.78000000,-0.00749532,32.56000000,31.62500000,0.93500000,0.54000000,0.39500000,0.93500000,1.29593173,0.04077822,6004400,32.15000000
2023-06-12,Calculation,31.15000000,-0.01982379,31.56000000,30.75000000,0.81000000,0.22000000,1.03000000,1.03000000,1.27693660,0.04099315,7020800,31.02000000
2023-06-13,Calculation,31.49000000,0.01091493,32.05000000,31.16000000,0.89000000,0.90000000,0.01000000,0.90000000,1.25001256,0.03969554,7316800,31.96000000
2023-06-14,Calculation,33.80000000,0.07335662,34.20000000,32.38000000,1.82000000,2.71000000,0.89000000,2.71000000,1.35429738,0.04006797,16038100,32.49500000
2023-06-15,Calculation,34.46000000,0.01952663,35.09000000,33.88000000,1.21000000,1.29000000,0.08000000,1.29000000,1.34970471,0.03916729,11367900,34.25000000
2023-06-16,Calculation,34.41000000,-0.00145096,34.85000000,34.10500000,0.74500000,0.39000000,0.35500000,0.74500000,1.30651151,0.03796895,7251400,34.70000000
2023-06-20,Calculation,33.74000000,-0.01947108,34.53000000,33.59000000,0.94000000,0.12000000,0.82000000,0.94000000,1.28033212,0.03794701,6838000,34.06000000
2023-06-21,Calculation,34.66000000,0.02726734,35.97000000,34.42000000,1.55000000,2.23000000,0.68000000,2.23000000,1.34816554,0.03889687,9021800,34.85000000
2023-06-22,Calculation,34.40000000,-0.00750144,34.48000000,33.80000000,0.68000000,0.18000000,0.86000000,0.86000000,1.31329657,0.03817723,3099100,34.48000000
2023-06-23,Calculation,33.22000000,-0.03430233,33.86200000,32.92000000,0.94200000,0.53800000,1.48000000,1.48000000,1.32520396,0.03989175,4744700,33.60000000
2023-06-26,Calculation,33.88000000,0.01986755,34.14500000,33.44200000,0.70300000,0.92500000,0.22200000,0.92500000,1.29661796,0.03827090,4656600,33.68000000
2023-06-27,Calculation,34.71000000,0.02449823,34.93000000,34.07000000,0.86000000,1.05000000,0.19000000,1.05000000,1.27900239,0.03684824,5404900,34.28000000
2023-06-28,Calculation,35.07000000,0.01037165,35.15000000,34.43000000,0.72000000,0.44000000,0.28000000,0.72000000,1.23907365,0.03533144,5875200,35.03000000
2023-06-29,Calculation,34.29000000,-0.02224123,34.79000000,33.98000000,0.81000000,0.28000000,1.09000000,1.09000000,1.22842553,0.03582460,3519100,34.62000000
2023-06-30,Calculation,35.10000000,0.02362205,35.48000000,34.39000000,1.09000000,1.19000000,0.10000000,1.19000000,1.22568085,0.03491968,5287200,34.39000000
2023-07-03,Calculation,36.30000000,0.03418803,38.14000000,36.09000000,2.05000000,3.04000000,0.99000000,3.04000000,1.35527508,0.03733540,10503300,36.87000000
2023-07-05,Calculation,35.75000000,-0.01515152,36.39000000,35.42000000,0.97000000,0.09000000,0.88000000,0.97000000,1.32775543,0.03714001,5808300,36.07000000
2023-07-06,Calculation,35.48000000,-0.00755245,36.41000000,35.36000000,1.05000000,0.66000000,0.39000000,1.05000000,1.30791576,0.03686347,4468000,35.50000000
2023-07-07,Calculation,35.89000000,0.01155581,36.15500000,35.09000000,1.06500000,0.67500000,0.39000000,1.06500000,1.29056463,0.03595889,3597100,35.51000000
2023-07-10,Calculation,35.85000000,-0.00111452,35.96000000,34.40000000,1.56000000,0.07000000,1.49000000,1.56000000,1.30981001,0.03653584,5142900,35.05000000
2023-07-11,Calculation,37.06000000,0.03375174,37.24500000,36.43000000,0.81500000,1.39500000,0.58000000,1.39500000,1.31589501,0.03550715,7040400,36.82000000
2023-07-12,Calculation,38.17000000,0.02995143,38.22500000,36.92500000,1.30000000,1.16500000,0.13500000,1.30000000,1.31475966,0.03444484,8309600,37.70000000
2023-07-13,Calculation,37.36000000,-0.02122085,37.63000000,36.63000000,1.00000000,0.54000000,1.54000000,1.54000000,1.33084825,0.03562228,9478400,37.41000000
2023-07-14,Calculation,37.00000000,-0.00963597,37.03500000,35.85000000,1.18500000,0.32500000,1.51000000,1.51000000,1.34364480,0.03631472,11541500,36.88000000
2023-07-17,Calculation,38.19000000,0.03216216,38.52000000,36.56000000,1.96000000,1.52000000,0.44000000,1.96000000,1.38767018,0.03633596,6108100,36.69000000
2023-07-18,Calculation,37.10000000,-0.02854150,38.02000000,36.68000000,1.34000000,0.17000000,1.51000000,1.51000000,1.39640802,0.03763903,5246600,37.94000000
2023-07-19,Calculation,37.42000000,0.00862534,37.79000000,37.11000000,0.68000000,0.69000000,0.01000000,0.69000000,1.34595030,0.03596874,3935200,37.55000000
2023-07-20,Calculation,37.49000000,0.00187066,37.70000000,36.84000000,0.86000000,0.28000000,0.58000000,0.86000000,1.31123957,0.03497572,3724300,36.98000000
2023-07-21,Calculation,36.97000000,-0.01387037,37.40000000,36.86500000,0.53500000,0.09000000,0.62500000,0.62500000,1.26222246,0.03414180,3372800,37.31000000
2023-07-24,Calculation,38.18000000,0.03272924,38.73000000,36.57000000,2.16000000,1.76000000,0.40000000,2.16000000,1.32634942,0.03473938,7562900,36.65000000
2023-07-25,Calculation,37.96000000,-0.00576218,38.80000000,37.51000000,1.29000000,0.62000000,0.67000000,1.29000000,1.32375304,0.03487231,6363100,38.50000000
2023-07-26,Calculation,39.31000000,0.03556375,40.36000000,38.59000000,1.77000000,2.40000000,0.63000000,2.40000000,1.40062782,0.03563032,10974600,38.59000000
2023-07-27,Calculation,38.99000000,-0.00814042,39.73000000,38.85000000,0.88000000,0.42000000,0.46000000,0.88000000,1.36344012,0.03496897,6930900,39.68000000
2023-07-28,Calculation,42.72000000,0.09566556,42.83000000,40.53000000,2.30000000,3.84000000,1.54000000,3.84000000,1.54033725,0.03605658,13517200,40.74000000
2023-07-31,Calculation,42.80000000,0.00187266,42.82000000,41.82000000,1.00000000,0.10000000,0.90000000,1.00000000,1.50174173,0.03508742,6888400,42.23000000
2023-08-01,Calculation,44.37000000,0.03668224,44.69500000,42.86000000,1.83500000,1.89500000,0.06000000,1.89500000,1.52983161,0.03447896,8419100,43.39000000
2023-08-02,Forward,44.40000000,,44.61000000,43.16000000,,,,,,,7433300,43.30300000
2023-08-03,Forward,46.54000000,,46.81000000,45.13000000,,,,,,,12580000,45.32000000
2023-08-04,Forward,45.84000000,,46.39000000,45.17000000,,,,,,,6698300,46.06000000
2023-08-07,Forward,46.65000000,,47.33000000,45.63000000,,,,,,,8156500,47.26000000
2023-08-08,Forward,42.63000000,,43.98000000,41.14500000,,,,,,,15660900,42.72000000
