run_timestamp,log_file,selection_date,actual_selection_date_used,scheme,n_select_requested,inv_vol_col_name,filter_min_price,filter_min_avg_volume_m,filter_min_roe_pct,filter_max_debt_eq,score_weight_rsi,score_weight_change,score_weight_rel_volume,score_weight_volatility,n_select_actual,portfolio_return,portfolio_return_normalized,num_attempted_trades,num_successful_trades,num_failed_or_skipped_trades,total_weight_traded,win_rate,average_return,std_dev_return,sharpe_ratio_period
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-13,,EW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,,,,0,,0.00000000,,,,
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-13,,IV,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,,,,0,,0.00000000,,,,
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-13,,SW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,,,,0,,0.00000000,,,,
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-12,,EW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,,,,0,,0.00000000,,,,
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-12,,IV,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,,,,0,,0.00000000,,,,
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-12,,SW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,,,,0,,0.00000000,,,,
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-11,2025-06-11,EW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.01864383,,10.00000000,10,0.00000000,1.00000000,0.10000000,-0.01864383,0.02191817,-0.85785276
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-11,2025-06-11,IV,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.01851339,,10.00000000,10,0.00000000,1.00000000,0.10000000,-0.01864383,0.02191817,-0.85785276
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-11,2025-06-11,SW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.01906263,,10.00000000,10,0.00000000,1.00000000,0.10000000,-0.01864383,0.02191817,-0.85785276
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-10,2025-06-10,EW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.00162711,,10.00000000,10,0.00000000,1.00000000,0.40000000,-0.00162711,0.01519966,-0.11749215
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-10,2025-06-10,IV,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.00138239,,10.00000000,10,0.00000000,1.00000000,0.40000000,-0.00162711,0.01519966,-0.11749215
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-10,2025-06-10,SW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.00212503,,10.00000000,10,0.00000000,1.00000000,0.40000000,-0.00162711,0.01519966,-0.11749215
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-09,2025-06-09,EW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.00326296,,10.00000000,10,0.00000000,1.00000000,0.50000000,-0.00326296,0.01231988,-0.27773761
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-09,2025-06-09,IV,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.00109468,,10.00000000,10,0.00000000,1.00000000,0.50000000,-0.00326296,0.01231988,-0.27773761
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-09,2025-06-09,SW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.00464262,,10.00000000,10,0.00000000,1.00000000,0.50000000,-0.00326296,0.01231988,-0.27773761
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-06,2025-06-06,EW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.00357500,,10.00000000,10,0.00000000,1.00000000,0.50000000,-0.00357500,0.01157638,-0.32253026
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-06,2025-06-06,IV,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.00080489,,10.00000000,10,0.00000000,1.00000000,0.50000000,-0.00357500,0.01157638,-0.32253026
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-06,2025-06-06,SW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,-0.00726150,,10.00000000,10,0.00000000,1.00000000,0.50000000,-0.00357500,0.01157638,-0.32253026
2025-06-13 20:11:31,backtest_run_20250613_201131.log,2025-06-05,2025-06-05,EW,10,ATR/Price %,10.00000000,2.00000000,5.00000000,1.50000000,0.35000000,0.35000000,0.20000000,0.10000000,10,0.00271392,,10.00000000,10,0.00000000,1.00000000,0.60000000,0.00271392,0.02241456,0.11399710
