

=== CLUSTER STATISTICS ===
 Cluster_ID  Size  Avg_Correlation  Avg_Raw_Score  Avg_Risk_Adj_Score  Avg_Volatility
         22   TTWO     0.3024         15.6671      0.0193
         22   DOCS     0.0918          1.9201      0.0478
         22   PINS    -0.4262        -10.9042      0.0391
         22   SSNC    -0.1895        -12.0788      0.0157
         22   AFRM    -0.8017        -14.9251      0.0537
         22    NET    -0.8996        -23.3338      0.0386
         22   EXPE    -0.8755        -27.9251      0.0313
         23   PLNT    -0.0158         -0.6933      0.0228
         23   TCOM    -0.0453         -1.5227      0.0297
         23    SRE    -0.4091        -12.3016      0.0333
         23     ZM    -0.3072        -14.6705      0.0209
         24   SPOT     1.1756         29.0884      0.0404
         24   SONY     0.5955         27.6613      0.0215
         24   PRMB     0.1611          7.6452      0.0211
         24   NTNX     0.1644          4.4106      0.0373
         24    APP    -0.1216         -1.6412      0.0741
         24    BSX    -0.0361         -1.9006      0.0190
         24   NTRA    -0.0742         -2.1939      0.0338
         24   BROS    -0.1221         -2.3447      0.0521
         24   PANW    -0.0578         -2.6282      0.0220
         24   MNDY    -0.1935         -4.0942      0.0473
         24     KD    -0.1233         -4.8624      0.0254
         24   GRAB    -0.2051         -4.8806      0.0420
         24   SNOW    -0.2666         -6.9748      0.0382
         24   CFLT    -0.4786         -9.0973      0.0526
         24   RKLB    -0.6329        -11.1119      0.0570
         24    NOW    -0.4495        -13.6952      0.0328
         24     EW    -0.2356        -15.7677      0.0149
         24   BRBR    -0.4103        -16.4638      0.0249
         24   FLUT    -0.5119        -16.7030      0.0306
         24   FTNT    -0.4295        -17.5872      0.0244
         24   TSLA    -0.9307        -17.7853      0.0523
         24   TSLL    -1.9200        -18.3232      0.1048
         24   TEAM    -1.1065        -24.7042      0.0448
         24    WIX    -0.9788        -31.6372      0.0309
         24   DXCM    -0.9198        -31.7438      0.0290
         24   ISRG    -0.8531        -32.2150      0.0265
         24     DT    -0.9045        -37.1749      0.0243
         25   OKTA     1.2393         21.9556      0.0564
         25   MSTR     0.6412          8.4650      0.0757
         25     SE     0.1371          3.6900      0.0372
         25     ZS    -0.0920         -3.0307      0.0304
         25   ASTS    -0.3596         -4.8817      0.0737
         25   IBIT    -0.3429         -9.1373      0.0375
         25   FBTC    -0.3413         -9.1457      0.0373
         25   GBTC    -0.3554         -9.4950      0.0374
         25   ARKB    -0.3504         -9.5424      0.0367
         25   GTLB    -0.8460        -18.7214      0.0452
         25   IBKR    -0.9616        -23.4641      0.0410
         25   COIN    -1.5214        -26.4633      0.0575
         25   DDOG    -1.1419        -42.1332      0.0271
         26   HESM     1.2733         87.2155      0.0146
         26    IGF     0.4176         46.1357      0.0090
         26   AMLP     0.4228         40.7167      0.0104
         26    XLU     0.4291         37.2475      0.0115
         26    EPD     0.3663         33.7358      0.0109
         26   EQNR     0.6343         32.0073      0.0198
         26   CTRA     0.5731         30.4345      0.0188
         26   PAGP     0.3406         25.2718      0.0135
         26    PEG     0.3174         21.8992      0.0145
         26    WES     0.4148         21.1273      0.0196
         26    PAA     0.2800         18.2059      0.0154
         26    LNG     0.1868          8.7778      0.0213
         26    DAY    -0.6783        -25.4249      0.0267
         27    SNY     0.7935         60.6937      0.0131
         27    COP     0.4784         20.8671      0.0229
         27    FTI     0.3886         15.8728      0.0245
         27     PR     0.2150          6.8587      0.0313
         27   FANG     0.1121          5.1936      0.0216
         27    OVV     0.1540          5.0769      0.0303
         27    CVE     0.0467          1.7650      0.0264
         27    BKR     0.0135          0.6910      0.0196
         27   VNOM    -0.1492         -6.2013      0.0241
         28    CVX     0.5400         37.1622      0.0145
         28    HES     0.4312         26.5845      0.0162
         28    XOM     0.4282         25.8691      0.0166
         28    XLE     0.3497         24.1931      0.0145
         28   PDBC     0.1345         23.2173      0.0058
         28    PSX     0.3178         15.8554      0.0200
         28     SU     0.2681         14.8263      0.0181
         28    VLO     0.2599         12.1809      0.0213
         28    SLB     0.2303         11.9910      0.0192
         28    DVN     0.0002          0.0093      0.0226
         28    MPC    -0.0107         -0.5059      0.0212
         28    EOG    -0.0676         -3.7666      0.0180
         28    OXY    -0.1240         -6.3853      0.0194
         28    HAL    -0.1512         -7.8387      0.0193
         29    AZN     1.0726         87.4029      0.0123
         29    LYG     0.9493         40.2220      0.0236
         29    CRL     0.1225          5.1190      0.0239
         29     CP     0.0207          0.9616      0.0216
         29   MRNA    -0.2682         -5.5351      0.0485
         29   ICLR    -0.2307         -9.7965      0.0235
         29    CNI    -0.1710         -9.8862      0.0173
         29   GMAB    -0.3878        -11.4716      0.0338
         29   CSCO    -0.1485        -11.8001      0.0126
         29   TECH    -0.3334        -12.0812      0.0276
         29    IQV    -0.2777        -15.8354      0.0175
         29   NBIX    -0.4229        -17.9451      0.0236
         29   INCY    -0.3846        -21.4434      0.0179
         29   BNTX    -0.7280        -22.8195      0.0319
         29    DKS    -0.9400        -35.3815      0.0266
         29   ILMN    -0.9263        -40.8822      0.0227
         29   LULU    -1.2380        -67.9484      0.0182
         29   ROST    -1.0876        -76.3587      0.0142
         30    NLY     0.4871         32.8228      0.0148
         30   AGNC     0.3310         27.3105      0.0121
         30   CSGP     0.3431         15.0775      0.0228
         30   CARR     0.1533          7.2939      0.0210
         30    TEL    -0.1373         -7.5875      0.0181
         30    UNP    -0.1298         -8.8764      0.0146
         30    CAT    -0.1683         -9.9398      0.0169
         30    GEN    -0.1606        -10.2729      0.0156
         30    TMO    -0.1539        -10.5539      0.0146
         30     BK    -0.2195        -12.4848      0.0176
         30    VTV    -0.1370        -14.7406      0.0093
         30    XLI    -0.1866        -16.4035      0.0114
         30      V    -0.2066        -16.4801      0.0125
         30    XYL    -0.2569        -17.2577      0.0149
         30   SCHV    -0.1682        -17.4243      0.0097
         30   VFLO    -0.1738        -17.4897      0.0099
         30    IWD    -0.1884        -19.4741      0.0097
         30    ACM    -0.3169        -19.5492      0.0162
         30    VYM    -0.1891        -19.9104      0.0095
         30   VONV    -0.1938        -20.0585      0.0097
         30    ADP    -0.3290        -25.1135      0.0131
         30   DGRO    -0.2269        -25.1170      0.0090
         30   RDVY    -0.2972        -25.3806      0.0117
         30     MA    -0.3230        -25.6630      0.0126
         30   FNDX    -0.2756        -27.2383      0.0101
         30    CSX    -0.4459        -27.3765      0.0163
         30    RSP    -0.2809        -27.8777      0.0101
         30   FERG    -0.5724        -28.4287      0.0201
         30   SPYV    -0.2705        -28.8399      0.0094
         30    IVE    -0.2726        -28.9700      0.0094
         30    KIM    -0.4989        -29.3231      0.0170
         30    NSC    -0.4331        -30.5121      0.0142
         30   IUSV    -0.2886        -30.9790      0.0093
         30   NTRS    -0.6114        -32.6883      0.0187
         30      A    -0.6696        -34.1776      0.0196
         30   COWZ    -0.3830        -34.3471      0.0111
         30    VIG    -0.3332        -34.7389      0.0096
         30    DIS    -0.6954        -35.9712      0.0193
         30      J    -0.4652        -36.4509      0.0128
         30    DAL    -1.3571        -37.3651      0.0363
         30    UAL    -1.4193        -38.3497      0.0370
         30    GPN    -0.7364        -38.6676      0.0190
         30    HST    -0.8249        -39.4308      0.0209
         30    HLT    -0.7762        -39.4592      0.0197
         30    BRX    -0.5683        -40.5345      0.0140
         30    MAR    -0.9272        -49.2677      0.0188
         30   GMED    -1.0394        -57.9086      0.0179
         30   TROW    -1.0425        -60.1808      0.0173
         31   USFR     0.4721       2497.0018      0.0002
         31   TFLO     0.3232       1966.0924      0.0002
         31   BSCP     0.3175        831.9786      0.0004
         31    CCI     1.2142         38.9055      0.0312
         31   ULTA    -0.1325         -2.9009      0.0457
         32   JNPR     0.0834         12.2811      0.0068
         32  LBRDK    -0.0152         -0.7537      0.0202
         32    UPS    -0.0357         -2.1432      0.0167
         32  CMCSA    -0.1695         -8.7295      0.0194
         32   CHTR    -0.3386        -18.1056      0.0187
         33   RYAN     0.4628         30.5887      0.0151
         33    UMC     0.6563         30.3872      0.0216
         33   BERY     0.0049          0.3409      0.0142
         33    HYG    -0.0134         -4.6630      0.0029
         33   HYLB    -0.0145         -4.9653      0.0029
         33    DRI    -0.1551         -7.3837      0.0210
         33    WMG    -0.1428         -7.8199      0.0183
         33   FOXA    -0.1551         -9.2322      0.0168
         33    WBD    -0.3953        -12.4305      0.0318
         33   USHY    -0.0381        -13.7465      0.0028
         33    FOX    -0.2442        -13.9864      0.0175
         33   AMCR    -0.2121        -14.7597      0.0144
         33   TXRH    -0.3048        -15.1282      0.0202
         33      Z    -0.4508        -15.8595      0.0284
         33    VNO    -0.5519        -17.0002      0.0325
         33   SPHY    -0.0496        -17.4553      0.0028
         33   SHYG    -0.0467        -18.0206      0.0026
         33   ADBE    -0.9657        -23.4573      0.0412
         33   MIDD    -0.4523        -23.6450      0.0191
         33    BXP    -0.5020        -24.0800      0.0208
         33   SJNK    -0.0650        -24.8121      0.0026
         33    JNK    -0.0787        -26.3623      0.0030
         33   EXAS    -0.8478        -28.0620      0.0302
         33    PLD    -0.5567        -32.3466      0.0172
         33    CDW    -0.5405        -34.3999      0.0157
         33    SHW    -0.4434        -35.0292      0.0127
         33   SNAP    -1.1608        -38.6387      0.0300
         33    WSM    -1.0547        -38.6814      0.0273
         33   AAPL    -0.9124        -46.7431      0.0195
         33     HD    -0.9181        -58.4482      0.0157
         33    TJX    -0.7721        -73.3923      0.0105
         33    KMX    -1.2763        -74.0155      0.0172
         33    ACN    -1.0369        -79.7386      0.0130
         33   JAAA    -0.1602       -190.9767      0.0008
         34   BOXX     0.5858       2563.2184      0.0002
         34   FLOT     0.3820        826.4386      0.0005
         34   DOCU     0.3215          6.5849      0.0488
         34    GLW     0.0925          4.7814      0.0193
         34     TT     0.0391          2.3894      0.0164
         34    APG     0.0362          1.5689      0.0231
         34   TRMB     0.0286          1.3515      0.0212
         34     VT    -0.0623         -5.3543      0.0116
         34   ACWI    -0.0765         -6.5868      0.0116
         34   CGGO    -0.1151         -9.0269      0.0128
         34   MSFT    -0.1854        -11.3499      0.0163
         34   CGDV    -0.1077        -11.4306      0.0094
         34   ORCL    -0.4435        -14.4816      0.0306
         34   MANH    -0.4342        -14.6734      0.0296
         34    JBL    -0.4174        -16.9040      0.0247
         34   TCAF    -0.2056        -18.5596      0.0111
         34   ALLY    -0.3915        -18.9432      0.0207
         34    CNM    -0.3713        -19.5382      0.0190
         34   PYPL    -0.4638        -19.5561      0.0237
         34   PAVE    -0.2961        -19.5852      0.0151
         34     RY    -0.3442        -20.0148      0.0172
         34   DYNF    -0.2843        -21.1310      0.0135
         34   UPRO    -0.8236        -22.4044      0.0368
         34   SPXL    -0.8334        -23.0385      0.0362
         34    SSO    -0.5692        -23.1367      0.0246
         34    EMR    -0.4703        -23.3321      0.0202
         34    XLG    -0.3491        -23.8962      0.0146
         34    PKG    -0.4596        -24.0668      0.0191
         34   FELC    -0.3062        -24.1962      0.0127
         34   JEPI    -0.2025        -24.3762      0.0083
         34   BUFR    -0.2073        -24.4702      0.0085
         34    IWB    -0.3205        -24.9995      0.0128
         34    VOO    -0.3126        -25.1469      0.0124
         34    SPY    -0.3169        -25.3990      0.0125
         34   ESGU    -0.3275        -25.4289      0.0129
         34    IVV    -0.3164        -25.4763      0.0124
         34   SPLG    -0.3145        -25.5006      0.0123
         34   ITOT    -0.3334        -25.6175      0.0130
         34   SCHB    -0.3318        -25.9276      0.0128
         34   GNRC    -0.5817        -26.0001      0.0224
         34   SCHX    -0.3391        -26.4986      0.0128
         34     OC    -0.6423        -26.5346      0.0242
         34    VTI    -0.3391        -26.5967      0.0127
         34    FPE    -0.0659        -26.9513      0.0024
         34    XLC    -0.3396        -26.9966      0.0126
         34    IWR    -0.3629        -28.3867      0.0128
         34   SCHM    -0.4155        -29.9275      0.0139
         34   DFAC    -0.3657        -30.8408      0.0119
         34   DUHP    -0.3579        -31.4211      0.0114
         34    MDY    -0.4087        -31.5127      0.0130
         34   CGUS    -0.3452        -31.5718      0.0109
         34    AME    -0.4132        -31.5820      0.0131
         34   SPHQ    -0.3396        -31.6629      0.0107
         34   SPMD    -0.4117        -31.7688      0.0130
         34     VB    -0.4536        -32.1854      0.0141
         34    IJH    -0.4181        -32.5909      0.0128
         34   VTWO    -0.4549        -33.3108      0.0137
         34    CMI    -0.7144        -33.5672      0.0213
         34    IWM    -0.4591        -34.0967      0.0135
         34   SCHA    -0.4850        -34.2816      0.0141
         34    FTV    -0.4990        -34.4401      0.0145
         34   QUAL    -0.4034        -34.6301      0.0116
         34   ALGN    -0.8923        -34.6749      0.0257
         34    DIA    -0.3602        -34.7120      0.0104
         34    IWN    -0.4315        -35.1911      0.0123
         34   FNDA    -0.4733        -37.4702      0.0126
         34   SDVY    -0.5013        -37.7052      0.0133
         34   DFSV    -0.5130        -39.9544      0.0128
         34   SPSM    -0.5633        -42.9074      0.0131
         34    IJR    -0.5781        -44.1455      0.0131
         34   AVUV    -0.5641        -44.2213      0.0128
         34    XLY    -0.7243        -46.2549      0.0157
         34   BKLN    -0.2457       -188.3159      0.0013
         34   SRLN    -0.3656       -253.2680      0.0014
         35   HTHT     0.5525         28.8898      0.0191
         35    STM    -0.0836         -2.5241      0.0331
         35   APTV    -0.0563         -3.0773      0.0183
         35   GRMN    -0.0861         -3.6305      0.0237
         35   WYNN    -0.1708         -6.9243      0.0247
         35    RBA    -0.1948        -10.9185      0.0178
         35   PCOR    -0.5288        -14.7028      0.0360
         35   MCHP    -0.5386        -15.4656      0.0348
         35   NXPI    -0.4433        -16.5515      0.0268
         35    ADI    -0.4370        -18.0012      0.0243
         35   ABNB    -0.7591        -23.4644      0.0324
         35    TXN    -0.5887        -28.5057      0.0207
         35     ON    -0.9130        -30.5346      0.0299
         36    BRO     1.1077        132.0762      0.0084
         36    ADC     0.9343         90.1054      0.0104
         36   VRSN     0.8905         85.9779      0.0104
         36    AMT     0.8931         57.0178      0.0157
         36    MMC     0.4050         47.6156      0.0085
         36   VICI     0.3535         27.7072      0.0128
         36    OHI     0.4837         27.4100      0.0176
         36    WPC     0.3635         27.3629      0.0133
         36    ROL     0.3287         27.0651      0.0121
         36   SBAC     0.3274         23.5859      0.0139
         36    SNN     0.3986         20.5293      0.0194
         36    DOC     0.2478         20.0083      0.0124
         36   INVH     0.2401         15.8500      0.0151
         36    NNN     0.1846         15.0724      0.0122
         36    MAA     0.1629         14.1197      0.0115
         36   SPLV     0.0858          9.8536      0.0087
         36    ARE    -0.0005         -0.0303      0.0178
         36    AMH    -0.0018         -0.1101      0.0167
         36   USMV    -0.0091         -1.2132      0.0075
         36    ELS    -0.0278         -2.2608      0.0123
         36    UDR    -0.0601         -4.8524      0.0124
         36    SUI    -0.1349         -7.7590      0.0174
         36   SPYD    -0.0866         -8.8099      0.0098
         36   SCHD    -0.0992        -10.1158      0.0098
         36   CUBE    -0.1737        -11.4212      0.0152
         36    XLV    -0.0939        -12.4051      0.0076
         36   NOBL    -0.1377        -13.8631      0.0099
         36    CPT    -0.1674        -14.1164      0.0119
         36    EXR    -0.5858        -34.8859      0.0168
         36    ECL    -0.4462        -36.6705      0.0122
         36   CTAS    -0.4861        -37.9578      0.0128
         36    EQR    -0.4524        -40.6633      0.0111
         37    AON     0.4819         58.9116      0.0082
         37   WELL     0.3693         26.2224      0.0141
         37    VTR     0.3183         20.4524      0.0156
         37    ALC     0.0000          0.0002      0.0176
         37     FI    -0.0968         -5.4158      0.0179
         37    IYR    -0.1068         -8.9156      0.0120
         37   XLRE    -0.1185        -10.0310      0.0118
         37   SCHH    -0.1168        -10.3421      0.0113
         37    VNQ    -0.1278        -10.7556      0.0119
         37    SYK    -0.2265        -16.9004      0.0134
         37   SBUX    -0.5913        -27.4270      0.0216
         37    REG    -0.3711        -27.4781      0.0135
         37    IHI    -0.5392        -51.7363      0.0104
         38    SHV     0.5347       3708.0333      0.0001
         38   MINT     0.4081       1866.8091      0.0002
         38    RSG     0.4146         41.8571      0.0099
         38    MDT     0.5455         38.0941      0.0143
         38     WM     0.2907         27.6717      0.0105
         38    WCN     0.2141         21.8130      0.0098
         38     WY    -0.1680        -10.4982      0.0160
         38   UWMC    -0.4052        -14.8249      0.0273
         39    PGR     1.1646        112.5603      0.0103
         39  BRK-B     1.0646         84.8905      0.0125
         39    FNF     1.2079         76.6849      0.0157
         39    ALL     1.0477         67.2609      0.0156
         39    HIG     0.7561         65.3894      0.0116
         39    AIG     0.9522         63.9076      0.0149
         39    TRV     0.8050         62.1690      0.0129
         39     CB     0.8562         60.3950      0.0142
         39      L     0.5575         52.1440      0.0107
         39    WRB     0.6360         51.1835      0.0124
         39    RTX     0.6066         48.4229      0.0125
         39   CINF     0.7188         47.7299      0.0151
         39    ORI     0.5677         46.5533      0.0122
         39   ACGL     0.5007         40.2549      0.0124
         39    AFL     0.3934         30.5152      0.0129
         40   EVRG     1.1167        115.7370      0.0096
         40    CNP     1.3852        113.9294      0.0122
         40    DTE     1.0234         99.0213      0.0103
         40    PNW     0.8083         70.5999      0.0114
         40    PCG     0.9719         63.9071      0.0152
         40    OGE     0.6534         62.6150      0.0104
         40    AEE     0.6085         49.8206      0.0122
         40    PPL     0.6171         49.5960      0.0124
         40     TW     0.5855         42.7300      0.0137
         40    OKE     0.7345         39.4410      0.0186
         40    LNT     0.4248         36.6263      0.0116
         40     NI     0.4314         32.7405      0.0132
         40    ATO     0.3666         31.3289      0.0117
         40    XEL     0.3609         27.9295      0.0129
         40    STX    -0.4574        -20.4193      0.0224
         41      K     0.3361        204.4221      0.0016
         41    PBA     0.7262         47.9994      0.0151
         41   MNST     0.5803         38.4387      0.0151
         41    AES     0.9023         28.8522      0.0313
         41    EIX     0.4114         21.2963      0.0193
         41    GFL     0.1753          9.5445      0.0184
         41    HLN     0.0952          6.0633      0.0157
         42   OTIS     0.2767         23.4805      0.0118
         42    CCK     0.1735         10.8254      0.0160
         42     DE     0.1602          8.0148      0.0200
         42    CNH     0.1801          6.4100      0.0281
         42    GPC     0.0297          1.7206      0.0173
         42   ALLE     0.0095          0.4950      0.0192
         42   FAST    -0.0517         -2.6944      0.0192
         42    AOS    -0.0918         -5.7190      0.0160
         42    STZ    -0.1307         -7.0390      0.0186
         42    TXT    -0.1714         -9.7193      0.0176
         42   RVTY    -0.2355        -11.7045      0.0201
         42    ITW    -0.2271        -11.8132      0.0192
         42    GGG    -0.1642        -12.1447      0.0135
         42    PFE    -0.1713        -14.6311      0.0117
         42    SWK    -0.4553        -19.9240      0.0229
         42   FBIN    -0.4726        -24.4064      0.0194
         42     EL    -0.8114        -27.2670      0.0298
         42   PCAR    -0.6846        -29.4777      0.0232
         42    BBY    -1.0552        -31.6010      0.0334
         42    FND    -0.9258        -34.6495      0.0267
         42    MAS    -0.5780        -35.6617      0.0162
         42   MOAT    -0.3920        -37.3795      0.0105
         42   BLDR    -0.9726        -40.0936      0.0243
         42    LOW    -0.8521        -53.8096      0.0158
         43    WBA     0.5685         15.3493      0.0370
         43   LDOS     0.0123          0.6906      0.0178
         43    ALB    -0.2444         -8.0825      0.0302
         43    BAH    -0.2462         -9.1189      0.0270
         43   MTCH    -0.3568        -15.6807      0.0228
         43    GFS    -0.5162        -16.7768      0.0308
         43   ENPH    -0.7053        -20.0612      0.0352
         43    OMC    -0.3868        -23.5668      0.0164
         43    IPG    -0.4755        -26.9279      0.0177
         43   TTEK    -0.6347        -32.2352      0.0197
         43   ODFL    -0.9430        -42.1830      0.0224
         43    NKE    -0.8191        -45.9404      0.0178
         44    BIL     0.7168       7111.0069      0.0001
         44   PARA     0.5134         29.3977      0.0175
         44      O     0.1408         11.0407      0.0127
         44    HON     0.0379          3.0383      0.0125
         44    NYT     0.0093          0.5252      0.0178
         44   CHRW     0.0005          0.0233      0.0195
         44   VLTO    -0.0080         -0.5455      0.0146
         44    IBM    -0.0243         -1.2483      0.0195
         44    BDX    -0.0502         -4.2823      0.0117
         44   SWKS    -0.1636         -4.5873      0.0357
         44   EBAY    -0.1350         -5.4687      0.0247
         44   PAYX    -0.1224         -7.3232      0.0167
         44   BALL    -0.1442         -8.0579      0.0179
         44   EXPD    -0.2492        -12.9095      0.0193
         44   SIRI    -0.5370        -17.3481      0.0310
         44    GAP    -1.1166        -22.3467      0.0500
         44    EFX    -0.5295        -29.9995      0.0176
         44    TER    -1.3872        -30.0251      0.0462
         44   ARCC    -0.4467        -31.7812      0.0141
         44   HOLX    -0.7050        -37.6116      0.0187
         44    PTC    -0.6592        -42.6475      0.0155
         45   VRTX     0.9387         69.9434      0.0134
         45   XPEV     1.4647         24.9375      0.0587
         45   NTES     0.4557         24.8926      0.0183
         45    NIO     0.3793          6.6149      0.0573
         45    FIS     0.0906          4.4786      0.0202
         45     LI     0.0679          1.3685      0.0496
         46   ABEV     2.0317        107.6802      0.0189
         46    ERJ     1.9601         67.8870      0.0289
         46   YUMC     0.9214         44.6366      0.0206
         46    UNM     0.3967         19.6614      0.0202
         46     FE     0.3154         13.5078      0.0234
         46   VTRS    -0.8609        -29.8539      0.0288
         47   SGOV     0.8683       7089.8602      0.0001
         47     PM     0.5674         38.1938      0.0149
         47    KDP     0.3680         24.7471      0.0149
         47   CCEP     0.2105         15.5612      0.0135
         47   BEPC     0.2905         13.8533      0.0210
         48    ICL     0.8177         35.5431      0.0230
         48    MOS     0.7629         34.4694      0.0221
         48    NTR     0.1655          9.0868      0.0182
         48    CNC    -0.2201        -11.9718      0.0184
         48     CF    -0.3173        -17.3994      0.0182
         49    ELV     0.9435         56.5506      0.0167
         49   RPRX     0.5003         47.6366      0.0105
         49    UNH     0.3610         20.2228      0.0178
         50   ITCI     1.6706        110.8116      0.0151
         50    TAK     1.0845        104.9964      0.0103
         50    EDR    -0.1681         -5.7169      0.0294
         51    BTI     1.3033        103.1563      0.0126
         51    AUR     0.2240          2.9857      0.0750
         51    WST    -0.3819         -7.9684      0.0479
         51    MGM    -0.4541        -14.5507      0.0312
         51   GEHC    -0.5760        -35.2871      0.0163
         51    TTD    -2.2215        -46.1091      0.0482
         52    TRP     1.3525        124.7511      0.0108
         52     AM     0.7027         41.5681      0.0169
         52    ENB     0.4591         34.9020      0.0132
         52    WAB     0.2905         16.7529      0.0173
         52    MSI    -0.0789         -5.4993      0.0143
         52   GDDY    -0.1200         -5.5361      0.0217
         53   INSM     0.7025         33.0545      0.0213
         53   ROIV     0.1205          6.5450      0.0184
         53    XBI    -0.0855         -6.5091      0.0131
         53    HUM    -0.1289         -6.6298      0.0194
         53    IBB    -0.1173        -12.3441      0.0095
         53   SRPT    -0.8307        -38.0679      0.0218
         54    TTE     1.8651        233.7246      0.0080
         54   HALO     1.6601        148.4740      0.0112
         54   GUNR     0.7472         86.4013      0.0086
         54    EDU     0.4508         13.2805      0.0339
         54      F     0.1697          8.0910      0.0210
         54    PPG     0.1054          6.5025      0.0162
         54    LYB     0.0818          4.4021      0.0186
         54     GM     0.0831          3.2713      0.0254
         54    DOW    -0.0050         -0.2310      0.0216
         54     DD    -0.1238         -7.6511      0.0162
         54    XLB    -0.0881         -8.0121      0.0110
         54   CTVA    -0.1276         -9.4246      0.0135
         54   STLA    -0.3230         -9.7768      0.0330
         54    MGA    -0.3960        -15.1256      0.0262
         54   ARMK    -0.2736        -17.4851      0.0156
         54    BEN    -0.3568        -18.6921      0.0191
         54     IR    -0.4610        -24.9479      0.0185
         54    EMN    -0.5507        -27.9855      0.0197
         54   CALF    -0.7789        -64.1257      0.0121
         55   FYBR     0.2685        113.5450      0.0024
         55    CVS     0.8245         39.3708      0.0209
         55   JAZZ     0.6145         38.6151      0.0159
         55    LIN     0.3294         33.3756      0.0099
         55    HII     1.0261         30.3990      0.0338
         55    ACI     0.2639         13.5085      0.0195
         55    NVO    -0.6462        -20.3248      0.0318
         55   DLTR    -0.7450        -23.4337      0.0318
         55    IFF    -0.2953        -23.8955      0.0124
         55    DEO    -0.4141        -25.8354      0.0160
         55    APD    -0.5997        -39.4957      0.0152
         56    DHR     0.0361          2.1291      0.0170
         56   QGEN    -0.0901         -5.9184      0.0152
         56   PCVX    -0.1812         -6.3617      0.0285
         56    RCI    -0.1122        -10.4925      0.0107
         56   BURL    -0.6649        -18.2135      0.0365
         57   VEEV     0.2479          9.4072      0.0263
         57    AMX    -0.0272         -1.9764      0.0137
         57    PHM    -0.3646        -20.1483      0.0181
         57    DHI    -0.4497        -23.0130      0.0195
         57    LEN    -0.5373        -28.1224      0.0191
         57    TOL    -0.7826        -39.8402      0.0196
         57   JBHT    -0.8830        -52.2508      0.0169
         58    RIO     0.8973         63.8647      0.0140
         58     EA     0.6940         40.4834      0.0171
         58    ZTO     0.3811         19.2707      0.0198
         58    BHP     0.1263          8.9289      0.0141
         58    LVS    -0.4980        -25.6689      0.0194
         58    RDY    -0.2754        -26.0154      0.0106
         58   CTSH    -0.5163        -37.9801      0.0136
         59    YUM     0.5540         35.5717      0.0156
         59   GLPI     0.3666         34.0029      0.0108
         59   CHKP     0.5566         28.0746      0.0198
         59    QSR     0.0888          6.0528      0.0147
         59     XP     0.0976          3.3317      0.0293
         59    MLI    -0.0527         -2.8771      0.0183
         59    MCD    -0.0999         -6.2247      0.0160
         59    GPK    -0.3313        -18.7655      0.0177
         59   AVTR    -0.6592        -19.3861      0.0340
         59    THC    -0.5253        -22.5057      0.0233
         59    TGT    -1.4803        -85.5163      0.0173
         60   ALTR     0.3832        240.3937      0.0016
         60    LKQ     0.2942         19.0485      0.0154
         60    BAX     0.3108         15.1317      0.0205
         60      U    -0.7867        -12.9087      0.0609
         60    HAS    -0.4907        -19.8052      0.0248

=== SCORING DETAILS (1-20) ===
        sharpe_zscores_Sharpe 3d  sharpe_zscores_Sharpe 5d  sharpe_zscores_Sharpe 10d  sharpe_zscores_Sharpe 15d  sharpe_zscores_Sharpe 30d  sharpe_zscores_Sharpe 60d  sortino_zscores_Sortino 3d  sortino_zscores_Sortino 5d  sortino_zscores_Sortino 10d  sortino_zscores_Sortino 15d  sortino_zscores_Sortino 30d  sortino_zscores_Sortino 60d  omega_zscores_Omega 3d  omega_zscores_Omega 5d  omega_zscores_Omega 10d  omega_zscores_Omega 15d  omega_zscores_Omega 30d  omega_zscores_Omega 60d  momentum_zscores_Perf 3D %  momentum_zscores_Perf Week %  momentum_zscores_Perf Month %  momentum_zscores_Perf Quart %  sma_zscores_SMA20 %  sma_zscores_SMA50 %  sma_zscores_SMA200 %  volatility_zscores_Volatility W %  volatility_zscores_Volatility M %  sharpe_raw_Sharpe 3d  sharpe_raw_Sharpe 5d  sharpe_raw_Sharpe 10d  sharpe_raw_Sharpe 15d  sharpe_raw_Sharpe 30d  sharpe_raw_Sharpe 60d  sortino_raw_Sortino 3d  sortino_raw_Sortino 5d  sortino_raw_Sortino 10d  sortino_raw_Sortino 15d  sortino_raw_Sortino 30d  sortino_raw_Sortino 60d  omega_raw_Omega 3d  omega_raw_Omega 5d  omega_raw_Omega 10d  omega_raw_Omega 15d  omega_raw_Omega 30d  omega_raw_Omega 60d  momentum_raw_Perf 3D %  momentum_raw_Perf Week %  momentum_raw_Perf Month %  momentum_raw_Perf Quart %  sma_raw_SMA20 %  sma_raw_SMA50 %  sma_raw_SMA200 %  volatility_raw_Volatility W %  volatility_raw_Volatility M %  composite_score  cluster
Ticker                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
