raw_factor,risk_adj_factor,penalty_factor,mean,median,std,count
0.5,1.1,0.4,0.0029004905036660216,0.0029004905036660216,,1
0.5,1.0,0.4,0.0025778525616654397,0.0025778525616654397,,1
0.5,1.0,0.3,0.0025778525616654397,0.0025778525616654397,,1
0.5,1.0,0.2,0.0025778525616654397,0.0025778525616654397,,1
0.5,1.0,0.1,0.0025778525616654397,0.0025778525616654397,,1
0.5,1.0,0.0,0.0025778525616654397,0.0025778525616654397,,1
0.6,0.8,0.2,0.0023588812401125793,0.0023588812401125793,,1
0.6,0.8,0.0,0.0023588812401125793,0.0023588812401125793,,1
0.6,0.8,0.1,0.0023588812401125793,0.0023588812401125793,,1
0.6,0.8,0.3,0.0023588812401125793,0.0023588812401125793,,1
0.6,0.8,0.4,0.0023588812401125793,0.0023588812401125793,,1
0.7,0.6,0.0,0.002217845480850288,0.002217845480850288,,1
0.7,0.6,0.4,0.002217845480850288,0.002217845480850288,,1
0.7,0.6,0.1,0.002217845480850288,0.002217845480850288,,1
0.7,0.6,0.2,0.002217845480850288,0.002217845480850288,,1
0.7,0.6,0.3,0.002217845480850288,0.002217845480850288,,1
0.5,0.9,0.2,0.0019454261652875574,0.0019454261652875574,,1
0.5,0.9,0.3,0.0019454261652875574,0.0019454261652875574,,1
0.5,0.9,0.4,0.0019454261652875574,0.0019454261652875574,,1
0.5,0.9,0.1,0.0019454261652875574,0.0019454261652875574,,1
0.5,0.9,0.0,0.0019454261652875574,0.0019454261652875574,,1
0.5,1.2,0.3,0.001547448223024156,0.001547448223024156,,1
0.5,1.2,0.4,0.001547448223024156,0.001547448223024156,,1
0.5,1.2,0.0,0.001547448223024156,0.001547448223024156,,1
0.5,1.2,0.1,0.001547448223024156,0.001547448223024156,,1
0.5,1.2,0.2,0.001547448223024156,0.001547448223024156,,1
0.5,0.8,0.2,0.0011123524114499323,0.0011123524114499323,,1
0.5,0.8,0.1,0.0011123524114499323,0.0011123524114499323,,1
0.5,0.8,0.3,0.0011123524114499323,0.0011123524114499323,,1
0.5,0.8,0.4,0.0011123524114499323,0.0011123524114499323,,1
0.5,0.8,0.0,0.0011123524114499323,0.0011123524114499323,,1
0.6,0.6,0.2,0.0009383558544585364,0.0009383558544585364,,1
0.6,0.6,0.0,0.0009383558544585364,0.0009383558544585364,,1
0.6,0.6,0.1,0.0009383558544585364,0.0009383558544585364,,1
0.6,0.6,0.3,0.0009383558544585364,0.0009383558544585364,,1
0.6,0.6,0.4,0.000938355854458536,0.000938355854458536,,1
0.5,0.6,0.4,0.0007336017451101959,0.0007336017451101959,,1
0.5,0.6,0.0,0.0007336017451101957,0.0007336017451101957,,1
0.5,0.6,0.1,0.0007336017451101957,0.0007336017451101957,,1
0.5,0.6,0.2,0.0007336017451101957,0.0007336017451101957,,1
0.5,0.6,0.3,0.0007336017451101957,0.0007336017451101957,,1
0.5,0.7,0.3,0.0007125988464792771,0.0007125988464792771,,1
0.5,0.7,0.2,0.0007125988464792771,0.0007125988464792771,,1
0.5,0.7,0.4,0.0007125988464792771,0.0007125988464792771,,1
0.5,0.7,0.0,0.0007125988464792771,0.0007125988464792771,,1
0.5,0.7,0.1,0.0007125988464792771,0.0007125988464792771,,1
0.6,0.7,0.2,0.0007077785586584158,0.0007077785586584158,,1
0.6,0.7,0.3,0.0007077785586584158,0.0007077785586584158,,1
0.6,0.7,0.4,0.0007077785586584158,0.0007077785586584158,,1
0.6,0.7,0.0,0.0007077785586584158,0.0007077785586584158,,1
0.6,0.7,0.1,0.0007077785586584158,0.0007077785586584158,,1
0.5,0.5,0.4,-9.990251678351382e-05,-9.990251678351382e-05,,1
0.5,0.5,0.0,-9.990251678351382e-05,-9.990251678351382e-05,,1
0.5,0.5,0.1,-9.990251678351414e-05,-9.990251678351414e-05,,1
0.5,0.5,0.3,-9.990251678351414e-05,-9.990251678351414e-05,,1
0.5,0.5,0.2,-9.990251678351414e-05,-9.990251678351414e-05,,1
0.7,0.5,0.0,-0.000266790060810746,-0.000266790060810746,,1
0.7,0.5,0.1,-0.000266790060810746,-0.000266790060810746,,1
0.7,0.5,0.2,-0.000266790060810746,-0.000266790060810746,,1
0.7,0.5,0.3,-0.000266790060810746,-0.000266790060810746,,1
0.7,0.5,0.4,-0.000266790060810746,-0.000266790060810746,,1
0.6,0.5,0.1,-0.0009925888314927145,-0.0009925888314927145,,1
0.6,0.5,0.2,-0.0009925888314927145,-0.0009925888314927145,,1
0.6,0.5,0.3,-0.0009925888314927145,-0.0009925888314927145,,1
0.6,0.5,0.4,-0.0009925888314927145,-0.0009925888314927145,,1
0.6,0.5,0.0,-0.0009925888314927145,-0.0009925888314927145,,1
