raw_factor,risk_adj_factor,penalty_factor,mean,median,std,count
0.8,1.1,0.0,0.030033557120085118,0.030033557120085118,,1
0.8,1.0,0.0,0.030033557120085118,0.030033557120085118,,1
0.8,1.1,0.3,0.030033557120085118,0.030033557120085118,,1
0.8,1.1,0.2,0.030033557120085118,0.030033557120085118,,1
0.8,1.1,0.1,0.030033557120085118,0.030033557120085118,,1
0.8,1.0,0.4,0.030033557120085118,0.030033557120085118,,1
0.8,1.0,0.3,0.030033557120085118,0.030033557120085118,,1
0.8,1.0,0.2,0.030033557120085118,0.030033557120085118,,1
0.8,1.0,0.1,0.030033557120085118,0.030033557120085118,,1
0.8,1.1,0.4,0.030033557120085118,0.030033557120085118,,1
0.8,1.2,0.0,0.026045905909148237,0.026045905909148237,,1
0.8,1.2,0.3,0.026045905909148237,0.026045905909148237,,1
0.8,1.2,0.4,0.026045905909148237,0.026045905909148237,,1
0.9,0.9,0.0,0.026045905909148237,0.026045905909148237,,1
0.9,0.9,0.1,0.026045905909148237,0.026045905909148237,,1
0.9,0.9,0.2,0.026045905909148237,0.026045905909148237,,1
0.8,1.2,0.1,0.026045905909148237,0.026045905909148237,,1
0.9,0.9,0.3,0.026045905909148237,0.026045905909148237,,1
0.9,0.9,0.4,0.026045905909148237,0.026045905909148237,,1
0.9,1.0,0.0,0.026045905909148237,0.026045905909148237,,1
0.8,1.2,0.2,0.026045905909148237,0.026045905909148237,,1
1.2,1.2,0.4,0.026045905909148237,0.026045905909148237,,1
0.6,1.2,0.0,0.026045905909148237,0.026045905909148237,,1
0.7,1.2,0.4,0.026045905909148237,0.026045905909148237,,1
0.7,1.2,0.3,0.026045905909148237,0.026045905909148237,,1
0.7,1.2,0.2,0.026045905909148237,0.026045905909148237,,1
0.7,1.2,0.1,0.026045905909148237,0.026045905909148237,,1
0.7,1.2,0.0,0.026045905909148237,0.026045905909148237,,1
1.1,0.9,0.0,0.026045905909148237,0.026045905909148237,,1
0.6,1.2,0.4,0.026045905909148237,0.026045905909148237,,1
0.6,1.2,0.3,0.026045905909148237,0.026045905909148237,,1
0.6,1.2,0.2,0.026045905909148237,0.026045905909148237,,1
0.9,1.0,0.1,0.026045905909148237,0.026045905909148237,,1
0.9,1.0,0.2,0.026045905909148237,0.026045905909148237,,1
0.9,1.0,0.3,0.026045905909148237,0.026045905909148237,,1
0.9,1.0,0.4,0.026045905909148237,0.026045905909148237,,1
1.0,1.2,0.3,0.026045905909148237,0.026045905909148237,,1
1.0,1.2,0.2,0.026045905909148237,0.026045905909148237,,1
1.0,1.2,0.1,0.026045905909148237,0.026045905909148237,,1
1.0,1.2,0.0,0.026045905909148237,0.026045905909148237,,1
1.0,1.1,0.4,0.026045905909148237,0.026045905909148237,,1
1.0,1.1,0.3,0.026045905909148237,0.026045905909148237,,1
1.0,1.1,0.2,0.026045905909148237,0.026045905909148237,,1
1.0,1.1,0.1,0.026045905909148237,0.026045905909148237,,1
1.0,1.1,0.0,0.026045905909148237,0.026045905909148237,,1
1.0,1.0,0.4,0.026045905909148237,0.026045905909148237,,1
1.0,1.0,0.3,0.026045905909148237,0.026045905909148237,,1
1.0,1.0,0.2,0.026045905909148237,0.026045905909148237,,1
1.0,1.0,0.1,0.026045905909148237,0.026045905909148237,,1
1.0,1.0,0.0,0.026045905909148237,0.026045905909148237,,1
1.0,0.9,0.4,0.026045905909148237,0.026045905909148237,,1
1.0,0.9,0.3,0.026045905909148237,0.026045905909148237,,1
1.0,0.9,0.2,0.026045905909148237,0.026045905909148237,,1
1.0,0.9,0.1,0.026045905909148237,0.026045905909148237,,1
1.0,0.9,0.0,0.026045905909148237,0.026045905909148237,,1
0.9,1.2,0.4,0.026045905909148237,0.026045905909148237,,1
0.9,1.2,0.3,0.026045905909148237,0.026045905909148237,,1
0.9,1.2,0.2,0.026045905909148237,0.026045905909148237,,1
0.9,1.2,0.1,0.026045905909148237,0.026045905909148237,,1
0.9,1.2,0.0,0.026045905909148237,0.026045905909148237,,1
0.9,1.1,0.4,0.026045905909148237,0.026045905909148237,,1
0.9,1.1,0.3,0.026045905909148237,0.026045905909148237,,1
0.9,1.1,0.2,0.026045905909148237,0.026045905909148237,,1
0.9,1.1,0.1,0.026045905909148237,0.026045905909148237,,1
0.9,1.1,0.0,0.026045905909148237,0.026045905909148237,,1
0.6,1.2,0.1,0.026045905909148237,0.026045905909148237,,1
1.0,1.2,0.4,0.026045905909148237,0.026045905909148237,,1
1.1,1.1,0.3,0.026045905909148237,0.026045905909148237,,1
1.2,1.1,0.0,0.026045905909148237,0.026045905909148237,,1
1.2,1.0,0.3,0.026045905909148237,0.026045905909148237,,1
1.2,1.0,0.2,0.026045905909148237,0.026045905909148237,,1
1.2,1.0,0.1,0.026045905909148237,0.026045905909148237,,1
1.1,1.0,0.0,0.026045905909148237,0.026045905909148237,,1
1.2,0.9,0.4,0.026045905909148237,0.026045905909148237,,1
1.2,0.9,0.3,0.026045905909148237,0.026045905909148237,,1
1.2,0.9,0.2,0.026045905909148237,0.026045905909148237,,1
1.1,1.2,0.4,0.026045905909148237,0.026045905909148237,,1
1.1,1.2,0.3,0.026045905909148237,0.026045905909148237,,1
1.1,1.2,0.2,0.026045905909148237,0.026045905909148237,,1
1.1,1.2,0.1,0.026045905909148237,0.026045905909148237,,1
1.1,1.2,0.0,0.026045905909148237,0.026045905909148237,,1
1.2,0.9,0.1,0.026045905909148237,0.026045905909148237,,1
1.1,0.9,0.1,0.026045905909148237,0.026045905909148237,,1
1.1,0.9,0.2,0.026045905909148237,0.026045905909148237,,1
1.1,0.9,0.3,0.026045905909148237,0.026045905909148237,,1
1.1,0.9,0.4,0.026045905909148237,0.026045905909148237,,1
1.2,0.9,0.0,0.026045905909148237,0.026045905909148237,,1
1.1,1.1,0.4,0.026045905909148237,0.026045905909148237,,1
1.1,1.1,0.2,0.026045905909148237,0.026045905909148237,,1
1.1,1.1,0.1,0.026045905909148237,0.026045905909148237,,1
1.1,1.1,0.0,0.026045905909148237,0.026045905909148237,,1
1.1,1.0,0.4,0.026045905909148237,0.026045905909148237,,1
1.1,1.0,0.3,0.026045905909148237,0.026045905909148237,,1
1.1,1.0,0.2,0.026045905909148237,0.026045905909148237,,1
1.2,1.0,0.4,0.026045905909148237,0.026045905909148237,,1
1.2,1.0,0.0,0.026045905909148237,0.026045905909148237,,1
1.2,1.1,0.1,0.026045905909148237,0.026045905909148237,,1
1.2,1.1,0.2,0.026045905909148237,0.026045905909148237,,1
1.2,1.2,0.3,0.026045905909148237,0.026045905909148237,,1
1.2,1.2,0.2,0.026045905909148237,0.026045905909148237,,1
1.2,1.2,0.1,0.026045905909148237,0.026045905909148237,,1
1.2,1.2,0.0,0.026045905909148237,0.026045905909148237,,1
1.2,1.1,0.4,0.026045905909148237,0.026045905909148237,,1
1.2,1.1,0.3,0.026045905909148237,0.026045905909148237,,1
1.1,1.0,0.1,0.026045905909148237,0.026045905909148237,,1
1.2,0.8,0.1,0.026003775190462715,0.026003775190462715,,1
1.2,0.8,0.0,0.026003775190462715,0.026003775190462715,,1
0.9,0.8,0.1,0.026003775190462715,0.026003775190462715,,1
0.9,0.8,0.2,0.026003775190462715,0.026003775190462715,,1
1.0,0.8,0.0,0.026003775190462715,0.026003775190462715,,1
1.0,0.8,0.1,0.026003775190462715,0.026003775190462715,,1
1.0,0.8,0.2,0.026003775190462715,0.026003775190462715,,1
1.0,0.8,0.3,0.026003775190462715,0.026003775190462715,,1
1.0,0.8,0.4,0.026003775190462715,0.026003775190462715,,1
1.2,0.8,0.2,0.026003775190462715,0.026003775190462715,,1
0.9,0.8,0.4,0.026003775190462715,0.026003775190462715,,1
0.9,0.8,0.3,0.026003775190462715,0.026003775190462715,,1
1.2,0.8,0.4,0.026003775190462715,0.026003775190462715,,1
1.1,0.8,0.1,0.026003775190462715,0.026003775190462715,,1
1.2,0.8,0.3,0.026003775190462715,0.026003775190462715,,1
1.1,0.8,0.0,0.026003775190462715,0.026003775190462715,,1
1.1,0.8,0.4,0.026003775190462715,0.026003775190462715,,1
1.1,0.8,0.2,0.026003775190462715,0.026003775190462715,,1
1.1,0.8,0.3,0.026003775190462715,0.026003775190462715,,1
0.9,0.8,0.0,0.026003775190462715,0.026003775190462715,,1
1.2,0.7,0.2,0.02334705055084266,0.02334705055084266,,1
1.1,0.6,0.0,0.02334705055084266,0.02334705055084266,,1
1.2,0.7,0.3,0.02334705055084266,0.02334705055084266,,1
1.0,0.6,0.0,0.02334705055084266,0.02334705055084266,,1
1.2,0.7,0.1,0.02334705055084266,0.02334705055084266,,1
1.2,0.6,0.0,0.02334705055084266,0.02334705055084266,,1
1.2,0.6,0.1,0.02334705055084266,0.02334705055084266,,1
1.2,0.6,0.2,0.02334705055084266,0.02334705055084266,,1
1.2,0.6,0.3,0.02334705055084266,0.02334705055084266,,1
1.2,0.7,0.4,0.02334705055084266,0.02334705055084266,,1
1.0,0.7,0.2,0.02334705055084266,0.02334705055084266,,1
1.2,0.6,0.4,0.02334705055084266,0.02334705055084266,,1
1.0,0.7,0.0,0.02334705055084266,0.02334705055084266,,1
1.1,0.6,0.1,0.02334705055084266,0.02334705055084266,,1
1.1,0.6,0.2,0.02334705055084266,0.02334705055084266,,1
1.1,0.6,0.3,0.02334705055084266,0.02334705055084266,,1
1.1,0.6,0.4,0.02334705055084266,0.02334705055084266,,1
1.1,0.7,0.0,0.02334705055084266,0.02334705055084266,,1
1.1,0.7,0.1,0.02334705055084266,0.02334705055084266,,1
1.0,0.7,0.4,0.02334705055084266,0.02334705055084266,,1
1.0,0.7,0.3,0.02334705055084266,0.02334705055084266,,1
1.2,0.7,0.0,0.02334705055084266,0.02334705055084266,,1
1.0,0.7,0.1,0.02334705055084266,0.02334705055084266,,1
1.0,0.6,0.4,0.02334705055084266,0.02334705055084266,,1
1.0,0.6,0.3,0.02334705055084266,0.02334705055084266,,1
1.0,0.6,0.2,0.02334705055084266,0.02334705055084266,,1
1.0,0.6,0.1,0.02334705055084266,0.02334705055084266,,1
1.1,0.7,0.2,0.02334705055084266,0.02334705055084266,,1
1.1,0.7,0.3,0.02334705055084266,0.02334705055084266,,1
1.1,0.7,0.4,0.02334705055084266,0.02334705055084266,,1
0.7,1.0,0.2,0.020332264970771854,0.020332264970771854,,1
0.6,1.1,0.4,0.020332264970771854,0.020332264970771854,,1
0.6,1.1,0.3,0.020332264970771854,0.020332264970771854,,1
0.6,1.1,0.2,0.020332264970771854,0.020332264970771854,,1
0.6,1.1,0.1,0.020332264970771854,0.020332264970771854,,1
0.6,1.1,0.0,0.020332264970771854,0.020332264970771854,,1
0.7,1.0,0.0,0.020332264970771854,0.020332264970771854,,1
0.7,1.0,0.1,0.020332264970771854,0.020332264970771854,,1
0.7,1.1,0.0,0.020332264970771854,0.020332264970771854,,1
0.7,1.1,0.2,0.020332264970771854,0.020332264970771854,,1
0.7,1.1,0.4,0.020332264970771854,0.020332264970771854,,1
0.7,1.1,0.3,0.020332264970771854,0.020332264970771854,,1
0.7,1.0,0.4,0.020332264970771854,0.020332264970771854,,1
0.7,1.0,0.3,0.020332264970771854,0.020332264970771854,,1
0.7,1.1,0.1,0.020332264970771854,0.020332264970771854,,1
0.8,0.8,0.3,0.02023547377414909,0.02023547377414909,,1
0.8,0.8,0.4,0.02023547377414909,0.02023547377414909,,1
0.8,0.9,0.0,0.02023547377414909,0.02023547377414909,,1
0.8,0.9,0.1,0.02023547377414909,0.02023547377414909,,1
0.8,0.9,0.2,0.02023547377414909,0.02023547377414909,,1
0.8,0.9,0.3,0.02023547377414909,0.02023547377414909,,1
0.8,0.9,0.4,0.02023547377414909,0.02023547377414909,,1
0.8,0.8,0.0,0.02023547377414909,0.02023547377414909,,1
0.8,0.8,0.2,0.02023547377414909,0.02023547377414909,,1
0.8,0.8,0.1,0.02023547377414909,0.02023547377414909,,1
0.9,0.7,0.4,0.014739824766379292,0.014739824766379292,,1
0.9,0.7,0.3,0.014739824766379292,0.014739824766379292,,1
0.9,0.7,0.2,0.014739824766379292,0.014739824766379292,,1
0.9,0.7,0.1,0.014739824766379292,0.014739824766379292,,1
0.9,0.7,0.0,0.014739824766379292,0.014739824766379292,,1
0.9,0.6,0.4,0.014739824766379292,0.014739824766379292,,1
0.9,0.6,0.3,0.014739824766379292,0.014739824766379292,,1
0.9,0.6,0.2,0.014739824766379292,0.014739824766379292,,1
0.9,0.6,0.1,0.014739824766379292,0.014739824766379292,,1
0.9,0.6,0.0,0.014739824766379292,0.014739824766379292,,1
0.6,1.0,0.2,0.014696109684892112,0.014696109684892112,,1
0.6,1.0,0.4,0.014696109684892112,0.014696109684892112,,1
0.6,1.0,0.1,0.014696109684892112,0.014696109684892112,,1
0.6,1.0,0.0,0.014696109684892112,0.014696109684892112,,1
0.6,1.0,0.3,0.014696109684892112,0.014696109684892112,,1
0.7,0.9,0.0,0.01419832293134728,0.01419832293134728,,1
0.7,0.9,0.1,0.01419832293134728,0.01419832293134728,,1
0.7,0.9,0.2,0.01419832293134728,0.01419832293134728,,1
0.7,0.9,0.3,0.01419832293134728,0.01419832293134728,,1
0.7,0.9,0.4,0.01419832293134728,0.01419832293134728,,1
0.8,0.7,0.4,0.012103283819175754,0.012103283819175754,,1
0.8,0.7,0.0,0.012103283819175754,0.012103283819175754,,1
0.8,0.7,0.1,0.012103283819175754,0.012103283819175754,,1
0.8,0.7,0.2,0.012103283819175754,0.012103283819175754,,1
0.8,0.7,0.3,0.012103283819175754,0.012103283819175754,,1
0.8,0.6,0.0,0.011632006505963372,0.011632006505963372,,1
0.8,0.6,0.4,0.011632006505963372,0.011632006505963372,,1
0.8,0.6,0.2,0.011632006505963372,0.011632006505963372,,1
0.8,0.6,0.1,0.011632006505963372,0.011632006505963372,,1
0.8,0.6,0.3,0.011632006505963372,0.011632006505963372,,1
1.2,0.5,0.3,0.010254451223238648,0.010254451223238648,,1
1.1,0.5,0.0,0.010254451223238648,0.010254451223238648,,1
1.2,0.5,0.4,0.010254451223238648,0.010254451223238648,,1
1.0,0.5,0.4,0.010254451223238648,0.010254451223238648,,1
1.0,0.5,0.0,0.010254451223238648,0.010254451223238648,,1
1.2,0.5,0.2,0.010254451223238648,0.010254451223238648,,1
1.2,0.5,0.1,0.010254451223238648,0.010254451223238648,,1
1.2,0.5,0.0,0.010254451223238648,0.010254451223238648,,1
1.0,0.5,0.3,0.010254451223238648,0.010254451223238648,,1
1.1,0.5,0.2,0.010254451223238648,0.010254451223238648,,1
1.1,0.5,0.3,0.010254451223238648,0.010254451223238648,,1
1.1,0.5,0.4,0.010254451223238648,0.010254451223238648,,1
1.1,0.5,0.1,0.010254451223238648,0.010254451223238648,,1
1.0,0.5,0.2,0.010254451223238648,0.010254451223238648,,1
1.0,0.5,0.1,0.010254451223238648,0.010254451223238648,,1
0.6,0.9,0.0,0.007319053983492976,0.007319053983492976,,1
0.6,0.9,0.1,0.007319053983492976,0.007319053983492976,,1
0.6,0.9,0.4,0.007319053983492976,0.007319053983492976,,1
0.6,0.9,0.3,0.007319053983492976,0.007319053983492976,,1
0.6,0.9,0.2,0.007319053983492976,0.007319053983492976,,1
0.8,0.5,0.4,0.0056704042803157936,0.0056704042803157936,,1
0.8,0.5,0.3,0.0056704042803157936,0.0056704042803157936,,1
0.8,0.5,0.0,0.0056704042803157936,0.0056704042803157936,,1
0.8,0.5,0.2,0.0056704042803157936,0.0056704042803157936,,1
0.8,0.5,0.1,0.0056704042803157936,0.0056704042803157936,,1
0.7,0.8,0.1,0.004582210719298047,0.004582210719298047,,1
0.7,0.8,0.2,0.004582210719298047,0.004582210719298047,,1
0.7,0.8,0.3,0.004582210719298047,0.004582210719298047,,1
0.7,0.8,0.4,0.004582210719298047,0.004582210719298047,,1
0.7,0.8,0.0,0.004582210719298047,0.004582210719298047,,1
0.9,0.5,0.0,0.003348580729828265,0.003348580729828265,,1
0.9,0.5,0.4,0.003348580729828265,0.003348580729828265,,1
0.9,0.5,0.2,0.003348580729828265,0.003348580729828265,,1
0.9,0.5,0.1,0.003348580729828265,0.003348580729828265,,1
0.9,0.5,0.3,0.003348580729828265,0.003348580729828265,,1
0.7,0.7,0.4,0.0031865108779241735,0.0031865108779241735,,1
0.7,0.7,0.3,0.0031865108779241735,0.0031865108779241735,,1
0.7,0.7,0.2,0.0031865108779241735,0.0031865108779241735,,1
0.7,0.7,0.1,0.0031865108779241735,0.0031865108779241735,,1
0.7,0.7,0.0,0.0031865108779241735,0.0031865108779241735,,1
0.5,1.1,0.2,0.0029004905036660216,0.0029004905036660216,,1
0.5,1.1,0.0,0.0029004905036660216,0.0029004905036660216,,1
0.5,1.1,0.1,0.0029004905036660216,0.0029004905036660216,,1
0.5,1.1,0.3,0.0029004905036660216,0.0029004905036660216,,1
